;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/hud/building_description/tower_lightning_spike;Triggers lightning strike on target. Requires substantial amount of power.;;;;;;;;;
gui/menu/research/name/towers_rift_lvl1;Rift Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_rift_lvl2;Rift Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_rift_lvl3;Rift Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_rift_lvl1;Quantum processors and superconducting materials engineering allow creation of Rift Towers.;;;;;;;;;
gui/menu/research/description/towers_rift_lvl2;Reworked palladium superconducting spires and tanzanite conduits enable better triggers.;;;;;;;;;
gui/menu/research/description/towers_rift_lvl3;Introduction of nano-engineered palladio-tanzanite alloys enable greater capacities and lethality at range.;;;;;;;;;
gui/hud/building_name/tower_bullet_drone_attack;Bullet Drone Tower;;;;;;;;;
gui/hud/building_description/tower_bullet_drone_attack;Perimeter defense system installed with autonomous bullet weapon drones.;;;;;;;;;
gui/hud/building_name/tower_energy_drone_attack;Energy Drone Tower;;;;;;;;;
gui/hud/building_description/tower_energy_drone_attack;Autonomous field defense system equipped with energy weapon-armed drones.;;;;;;;;;
gui/menu/research/name/towers_advanced_drones_lvl1;Advanced Drone Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_advanced_drones_lvl2;Advanced Drone Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_advanced_drones_lvl3;Advanced Drone Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_advanced_drones_lvl1;Higher density powerplants and advanced metallurgies allow creation of advanced drone towers.;;;;;;;;;
gui/menu/research/description/towers_advanced_drones_lvl2;In-situ assemblers and automatic maintenance systems enable better drone sustainment.;;;;;;;;;
gui/menu/research/description/towers_advanced_drones_lvl3;Redesigned command protocols and drone design lead to greater lethality at range.;;;;;;;;;
gui/hud/building_name/tower_turret_howitzer_bullet;Bullet Turret Howitzer;;;;;;;;;
gui/hud/building_description/tower_turret_howitzer_bullet;Short range howitzer capable of deploying physical damage combat turrets directly on the field.;;;;;;;;;
gui/hud/building_name/tower_turret_howitzer_energy;Energy Turret Howitzer;;;;;;;;;
gui/hud/building_description/tower_turret_howitzer_energy;Specially-modified artillery tower capable of delivering energy combat turrets directly on the field.;;;;;;;;;
gui/hud/building_name/bullet_turret_burst_gun;Combat Burst Gun Turret;;;;;;;;;
gui/hud/building_description/bullet_turret_burst_gun;Compact field deployable burst gun turret armed with a rapid firing autocannon.;;;;;;;;;
gui/hud/building_name/bullet_turret_shotgun;Combat Shotgun Turret;;;;;;;;;
gui/hud/building_description/bullet_turret_shotgun;Autonomous field-deployable combat turret equipped with a shotgun.;;;;;;;;;
gui/hud/building_name/bullet_turret_sniper;Combat Sniper Turret;;;;;;;;;
gui/hud/building_description/bullet_turret_sniper;Field deployable combat turret armed with high caliber sniper rifle.;;;;;;;;;
gui/hud/building_name/energy_turret_laser;Combat Laser Turret;;;;;;;;;
gui/hud/building_description/energy_turret_laser;Small-scale field-deployable combat turret equipped with medium power laser emitter.;;;;;;;;;
gui/hud/building_name/energy_turret_tesla;Combat Tesla Turret;;;;;;;;;
gui/hud/building_description/energy_turret_tesla;Field deployable combat turret armed with mini-tesla weapon.;;;;;;;;;
gui/hud/building_name/energy_turret_railgun;Combat Railgun Turret;;;;;;;;;
gui/hud/building_description/energy_turret_railgun;Autonomous combat turret system equipped with mini railgun.;;;;;;;;;
gui/menu/research/name/towers_turret_howitzers_lvl1;Turret Howitzers - Level 1;;;;;;;;;
gui/menu/research/name/towers_turret_howitzers_lvl2;Turret Howitzers - Level 2;;;;;;;;;
gui/menu/research/name/towers_turret_howitzers_lvl3;Turret Howitzers - Level 3;;;;;;;;;
gui/menu/research/description/towers_turret_howitzers_lvl1;Introduction of localized Rift technologies allow delivery and deployments of combat turrets directly on the field.;;;;;;;;;
gui/menu/research/description/towers_turret_howitzers_lvl2;Redesigned combat turret construction and self-targeting routines enable increase of combat turret deployments.;;;;;;;;;
gui/menu/research/description/towers_turret_howitzers_lvl3;Newer communication protocols and compact power sources allow for another increase of combat turret deployments.;;;;;;;;;
gui/menu/research/name/towers_orbital_bombardment_lvl1;Orbital Bombardment Structures - Level 1;;;;;;;;;
gui/menu/research/name/towers_orbital_bombardment_lvl2;Orbital Bombardment Structures - Level 2;;;;;;;;;
gui/menu/research/name/towers_orbital_bombardment_lvl3;Orbital Bombardment Structures - Level 3;;;;;;;;;
gui/menu/research/description/towers_orbital_bombardment_lvl1;Investigation into palladio-ferdonite alloys and minaturized Rift technologies allow creation of Orbital Bombardment Structures.;;;;;;;;;
gui/menu/research/description/towers_orbital_bombardment_lvl2;New quantum processing matrices and redesigned ferdonite plasma injection systems enable more stable Rift opening for bigger payloads.;;;;;;;;;
gui/menu/research/description/towers_orbital_bombardment_lvl3;Novel lattice alloys and redesigned Rift teleporter systems allow substantial increase of frequency and acceleration of teleported payloads.;;;;;;;;;
gui/hud/building_name/tower_orbital_bombardment_station;Orbital Bombardment Station;;;;;;;;;
gui/hud/building_description/tower_orbital_bombardment_station;Special structure that utilizes ferdonite plasma to open up multiple rift portals and rain barrage of high explosives shells directly on target.;;;;;;;;;
gui/hud/building_name/ammo_tower_plasma_cells_factory;Tower Plasma Cells Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_plasma_cells_factory;Specialized factory manufacturing plasma cells for advanced energy towers. Requires rhodonite condensate to operate.;;;;;;;;;
gui/hud/building_name/tower_plasma_laser;Plasma Laser Tower;;;;;;;;;
gui/hud/building_description/tower_plasma_laser;A heavily upgraded version of Laser Tower with more range and power. Requires supercoolant to operate.;;;;;;;;;
gui/hud/building_name/tower_plasma_laser_heavy;Heavy Plasma Laser Tower;;;;;;;;;
gui/hud/building_description/tower_plasma_laser_heavy;Super-sized plasma laser tower with bigger range and damage. Requires supercoolant to operate.;;;;;;;;;
gui/hud/building_name/tower_plasma_railgun;Plasma Railgun Tower;;;;;;;;;
gui/hud/building_description/tower_plasma_railgun;A heavily upgraded version of Railgun Tower with more range and penetration. Requires supercoolant to operate.;;;;;;;;;
gui/hud/building_name/tower_prism;Prism Tower;;;;;;;;;
gui/hud/building_description/tower_prism;Fires penetrating energy bolts that split upon hitting the target. Requires supercoolant to operate.;;;;;;;;;
gui/menu/research/name/towers_advanced_energy_2_lvl1;Advanced Energy Towers II - Level 1;;;;;;;;;
gui/menu/research/name/towers_advanced_energy_2_lvl2;Advanced Energy Towers II - Level 2;;;;;;;;;
gui/menu/research/name/towers_advanced_energy_2_lvl3;Advanced Energy Towers II - Level 3;;;;;;;;;
gui/menu/research/description/towers_advanced_energy_2_lvl1;Creation of compact transportable energy sources enable second generation of advanced energy towers.;;;;;;;;;
gui/menu/research/description/towers_advanced_energy_2_lvl2;Incorporation of novel palladio-rhodonite composite alloys boost energy damage output.;;;;;;;;;
gui/menu/research/description/towers_advanced_energy_2_lvl3;Newer rhodonite power lenses and energy distribution systems further improve overall efficiencies.;;;;;;;;;
gui/hud/building_name/tower_cruise_missile;Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_cruise_missile;Upgraded version of Cruise Rocket Tower that fires long range guided missiles.;;;;;;;;;
gui/hud/building_name/tower_cluster_cruise_missile;Cluster Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_cluster_cruise_missile;Special missile tower armed with multi-warhead long range guided missiles.;;;;;;;;;
gui/hud/building_name/tower_cruise_plasma_missile;Plasma Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_cruise_plasma_missile;Custom plasma projector structure capable of launching and guiding coherent plasma at long ranges.;;;;;;;;;
gui/menu/research/name/towers_advanced_explosives2_lvl1;Advanced Explosive Towers II - Level 1;;;;;;;;;
gui/menu/research/name/towers_advanced_explosives2_lvl2;Advanced Explosive Towers II - Level 2;;;;;;;;;
gui/menu/research/name/towers_advanced_explosives2_lvl3;Advanced Explosive Towers II - Level 3;;;;;;;;;
gui/menu/research/description/towers_advanced_explosives2_lvl1;Additional research into urano-tanzanite kinematics allow creation of improved explosive towers.;;;;;;;;;
gui/menu/research/description/towers_advanced_explosives2_lvl2;Redesigned warhead physiochemistries enable greater explosive potential in given density.;;;;;;;;;
gui/menu/research/description/towers_advanced_explosives2_lvl3;Introduction of smarter telemetries and triggers enhance damage patterns and effectiveness.;;;;;;;;;
resource_name/ammo_tower_acid_cells;Tower Acid Cells;;;;;;;;;
gui/hud/building_name/ammo_tower_acid_cells_factory;Tower Acid Cells Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_acid_cells_factory;Tower ammunition factory that produces acid cells. Requires sludge to operate.;;;;;;;;;
gui/hud/building_name/tower_acid_blaster;Acid Blaster Tower;;;;;;;;;
gui/hud/building_description/tower_acid_blaster;Specialized blaster tower that fires five-round burst of highly acidic projectiles to target.;;;;;;;;;
gui/hud/building_name/tower_acid_artillery;Acid Artillery;;;;;;;;;
gui/hud/building_description/tower_acid_artillery;Long range artillery firing highly corrosive shells.;;;;;;;;;
gui/hud/building_name/tower_acid_mine_layer;Acid Minelayer;;;;;;;;;
gui/hud/building_description/tower_acid_mine_layer;Automated acidic mine deployment system.;;;;;;;;;
gui/hud/building_name/tower_acid_drone_attack;Acid Drone Tower;;;;;;;;;
gui/hud/building_description/tower_acid_drone_attack;Automated defense system equipped with acid drones.;;;;;;;;;
gui/hud/building_name/tower_acid_cruise_missile;Acid Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_acid_cruise_missile;Long range missile tower armed with guided acidic cruise missiles.;;;;;;;;;
gui/menu/research/name/towers_acid_lvl1;Acid Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_acid_lvl2;Acid Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_acid_lvl3;Acid Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_acid_lvl1;Research into Galatea 37 acidic biome creatures allow creation of special tower analogues.;;;;;;;;;
gui/menu/research/description/towers_acid_lvl2;Reformulation of weaponised acidic fluids enable higher damage output of acidic towers.;;;;;;;;;
gui/menu/research/description/towers_acid_lvl3;Incorporation of nano-engineered palladium-rhodonite alloys enable more effective acid delivery on target.;;;;;;;;;
resource_name/ammo_tower_cryo_cells;Tower Cryo Cells;;;;;;;;;
gui/hud/building_name/ammo_tower_cryo_cells_factory;Tower Cryo Cells Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_cryo_cells_factory;Tower ammunition factory that produces cryo cells. Requires supercoolant to function.;;;;;;;;;
gui/hud/building_name/tower_cryo_blaster;Cryo Blaster Tower;;;;;;;;;
gui/hud/building_description/tower_cryo_blaster;Special blaster tower firing five-round bursts of cryo energies.;;;;;;;;;
gui/hud/building_name/tower_cryo_artillery;Cryo Artillery;;;;;;;;;
gui/hud/building_description/tower_cryo_artillery;Long range artillery that fires special cryogenic shells.;;;;;;;;;
gui/hud/building_name/tower_cryo_laser;Cryo Laser Tower;;;;;;;;;
gui/hud/building_description/tower_cryo_laser;Variant of Laser Tower equipped with condensate cooling laser.;;;;;;;;;
gui/hud/building_name/tower_cryo_drone_attack;Cryo Drone Tower;;;;;;;;;
gui/hud/building_description/tower_cryo_drone_attack;Perimeter defense system armed with cryogenic weapon-equipped drones.;;;;;;;;;
gui/hud/building_name/tower_cryo_cruise_missile;Cryo Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_cryo_cruise_missile;Long range guided missile launcher armed with powerful cryogenic payloads.;;;;;;;;;
gui/menu/research/name/towers_cryo_lvl1;Cryo Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_cryo_lvl2;Cryo Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_cryo_lvl3;Cryo Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_cryo_lvl1;Expansive investigation into cryoplants found in volcanic biome allow creation of special cryo towers.;;;;;;;;;
gui/menu/research/description/towers_cryo_lvl2;Advancement in cobalt-ferdonite matter condensate engineering enable greater efficiencies.;;;;;;;;;
gui/menu/research/description/towers_cryo_lvl3;Greater understanding in ferdonite matter condensate kinematics boost damage output.;;;;;;;;;
resource_name/ammo_tower_magma_cells;Tower Magma Cells;;;;;;;;;
gui/hud/building_name/ammo_tower_magma_cells_factory;Tower Magma Cells Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_magma_cells_factory;Tower ammunition factory that produces magma cells. Requires magma to operate.;;;;;;;;;
gui/hud/building_name/tower_magma_blaster;Magma Blaster Tower;;;;;;;;;
gui/hud/building_description/tower_magma_blaster;Blaster tower that shoots concentrated thermal energy in five-round bursts.;;;;;;;;;
gui/hud/building_name/tower_magma_artillery;Magma Artillery;;;;;;;;;
gui/hud/building_description/tower_magma_artillery;Long range artillery capable of delivering thermal shells in three round bursts.;;;;;;;;;
gui/hud/building_name/tower_magma_mortar;Magma Mortar;;;;;;;;;
gui/hud/building_description/tower_magma_mortar;Converted Magma Blaster made to fire special encapsulated thermal energies in short ballistic arc.;;;;;;;;;
gui/hud/building_name/tower_magma_drone_attack;Magma Drone Tower;;;;;;;;;
gui/hud/building_description/tower_magma_drone_attack;Special defense system equipped with thermal damage drones.;;;;;;;;;
gui/hud/building_name/tower_magma_cruise_missile;Magma Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_magma_cruise_missile;Long range guided cruise missile launcher armed with devastating thermal warheads.;;;;;;;;;
gui/menu/research/name/towers_magma_lvl1;Magma Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_magma_lvl2;Magma Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_magma_lvl3;Magma Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_magma_lvl1;Research into Galatea 37's volcanic biome creatures allow creation of unique towers that harness magma.;;;;;;;;;
gui/menu/research/description/towers_magma_lvl2;Introduction of new titano-ferdonite alloy hybrids allow greater damage output.;;;;;;;;;
gui/menu/research/description/towers_magma_lvl3;Newer molten magma encapsulation technologies enable further damage increase.;;;;;;;;;
resource_name/ammo_tower_radio_cells;Tower Radio Cells;;;;;;;;;
gui/hud/building_name/ammo_tower_radio_cells_factory;Tower Radio Cells Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_radio_cells_factory;Tower ammunition factory that produces radioactive plasma cells. Requires tanzanite vapor to operate.;;;;;;;;;
gui/hud/building_name/tower_radio_blaster;Radio Blaster Tower;;;;;;;;;
gui/hud/building_description/tower_radio_blaster;Special five-round burst tower firing unstable radioactive energies.;;;;;;;;;
gui/hud/building_name/tower_radio_grenadier;Radio Grenadier;;;;;;;;;
gui/hud/building_description/tower_radio_grenadier;Two-round burst grenadier tower that launches radioactive plasma grenades at long ranges.;;;;;;;;;
gui/hud/building_name/tower_radio_minigun;Radio Minigun;;;;;;;;;
gui/hud/building_description/tower_radio_minigun;Variant of Minigun Tower that fires highly penetrating radioactive plasma projectiles in short bursts.;;;;;;;;;
gui/hud/building_name/tower_radio_drone_attack;Radio Drone Tower;;;;;;;;;
gui/hud/building_description/tower_radio_drone_attack;Automated defense system equipped with radioactive weapon-armed drones.;;;;;;;;;
gui/hud/building_name/tower_radio_cruise_missile;Radio Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_radio_cruise_missile;Long range missile launcher armed with guided nuclear missiles.;;;;;;;;;
gui/menu/research/name/towers_radio_lvl1;Radio Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_radio_lvl2;Radio Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_radio_lvl3;Radio Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_radio_lvl1;Development of high energy towers and magnetic confinement enable creation of radioactive plasma towers.;;;;;;;;;
gui/menu/research/description/towers_radio_lvl2;Creation of newer magnetic confinement geometries enable better efficiencies.;;;;;;;;;
gui/menu/research/description/towers_radio_lvl3;Redesigned urano-tanzanite charge primers allow higher density ammunition and thus damage output.;;;;;;;;;
resource_name/ammo_tower_gravity;Tower Gravity Ammunition;;;;;;;;;
gui/hud/building_name/ammo_tower_gravity_factory;Tower Gravity Ammo Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_gravity_factory;Tower ammunition factory that produces gravity ammunition. Requires ferdonite plasma to operate.;;;;;;;;;
gui/hud/building_name/tower_gravity_blaster;Gravity Blaster Tower;;;;;;;;;
gui/hud/building_description/tower_gravity_blaster;Custom Blaster Tower engineered to fire five-round graviton energies.;;;;;;;;;
gui/hud/building_name/tower_gravity_laser;Gravity Laser Tower;;;;;;;;;
gui/hud/building_description/tower_gravity_laser;Special gravitic emitter that project coherent beam of gravitons on distant targets.;;;;;;;;;
gui/hud/building_name/tower_gravity_accelerator;Gravity Accelerator;;;;;;;;;
gui/hud/building_description/tower_gravity_accelerator;Custom gravity accelerator system that delivers mini-singularity shell to distant targets.;;;;;;;;;
gui/hud/building_name/tower_gravity_accelerator_heavy;Heavy Gravity Accelerator;;;;;;;;;
gui/hud/building_description/tower_gravity_accelerator_heavy;Supersized variant of Gravity Accelerator capable of firing heavy singularity shells.;;;;;;;;;
gui/hud/building_name/tower_gravity_cruise_missile;Gravity Cruise Missile Tower;;;;;;;;;
gui/hud/building_description/tower_gravity_cruise_missile;Custom launcher that fires long range missiles armed with mini-singularity warheads.;;;;;;;;;
gui/menu/research/name/towers_gravity_accelerators_lvl1;Gravity Accelerators - Level 1;;;;;;;;;
gui/menu/research/name/towers_gravity_accelerators_lvl2;Gravity Accelerators - Level 2;;;;;;;;;
gui/menu/research/name/towers_gravity_accelerators_lvl3;Gravity Accelerators - Level 3;;;;;;;;;
gui/menu/research/description/towers_gravity_accelerators_lvl1;Research into ferdonite and advanced propulsions enable creation of towers that harness singularities.;;;;;;;;;
gui/menu/research/description/towers_gravity_accelerators_lvl2;Redesigned gravity induction components allow tremendous damage boost to gravity accelerators.;;;;;;;;;
gui/menu/research/description/towers_gravity_accelerators_lvl3;Utilization of new ferdonite compounds such as tetra palladio-ferdonite allow further amplification of gravity damage.;;;;;;;;;
stream/event/add_voidinite_ore;Give ${value_add_voidinite_ore} Voidinite Ore.;;;;;;;;;
stream/event/remove_voidinite_ore;Take away ${value_add_voidinite_ore} Voidinite Ore.;;;;;;;;;
gui/loading/tooltip_29;In Expanded Arsenal mod, Radiation weapons are extremely effective against organic creatures while Gravity weapons are powerful against massive aliens.;;;;;;;;;
gui/loading/tooltip_30;In Expanded Arsenal mod, Heavy Blasters can be charged twice and each charge mode is unique. Each Heavy Blaster have their own unique charge attacks.;;;;;;;;;
gui/loading/tooltip_31;In Expanded Arsenal mod, Radiation weapons are useless against most inorganic creatures while Gravity weapons deal massively reduced damage against flying aliens.;;;;;;;;;
gui/hud/objective_name/generic/unusual_creatures;Investigate the appearance of unusually large creatures.;;;;;;;;;
gui/hud/objective_name/generic/unusual_creature_find_creatures;Find the creatures' location.;;;;;;;;;
gui/hud/objective_name/generic/unusual_creature_kill_creatures;Kill the aggressive creatures.;;;;;;;;;
