;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_1/mech_factory_nest_01;Ashley, I'm detecting dark energy bursts in a few locations around us. These must be hybrid bio-factories. We should go there and destroy them.;Ashley, wykryłem impulsy ciemnej energii w kilku miejscach wokół nas. To muszą być hybrydowe biofabryki. Powinniśmy się tam udać i je zniszczyć.;Эшли, я регистрирую всплески темной энергии в нескольких местах вокруг нас. Должно быть, это био-фабрики гибридов. Нужно отправиться туда и уничтожить их.;Ashley, je perçois des pics d'énergie noire en provenance que quelques sites qui nous entourent. Il s'agit certainement de bio-usines d'hybrides. On devrait s'y rendre pour les détruire.;Ashley, ich kann Schübe Dunkler Energie an ein paar Stellen um uns herum feststellen. Dabei muss es sich um die Hybrid-Biofabriken handeln. Wir sollten uns dorthin begeben und sie zerstören.;Ashley, detecto estallidos de energía oscura en algunos lugares de nuestro entorno. Serán fábricas biológicas híbridas. Deberíamos ir a destruirlas.;Ashley, estou detectando rajadas de energia escura em alguns locais ao nosso redor. Devem ser as biofábricas de híbridos. Devemos ir lá e destruí-las.;阿雪莉，我在我们周围的几个地方探测到了暗能量的爆发。这些一定是融合体生物工厂。我们应该去那里并摧毁它们。;アシュリー、我々の周囲数か所でダークエネルギーの放出を検知した。バイオ工場に違いない。向かって破壊すべきだ。;애슐리, 우리 근처 다수의 위치에서 암흑 에너지 방출이 감지됩니다. 바이오공장으로 추정됩니다. 가서 파괴해야 합니다.
DIALOG/story/dlc_1/ashley_factory_nest_01;There's a lot of them. If we don't act quickly, they will overrun us. Let's get to work.;Jest ich bardzo dużo. Jeśli nie będziemy działać szybko, to nas rozniosą. Zabierajmy się do pracy.;Их тут очень много. Если мы срочно что-нибудь не предпримем, они нас захлестнут. За работу.;Il y en a beaucoup. Si on n'agit pas rapidement, ces créatures vont vraiment prendre le dessus. Allez, au boulot.;Das sind ja jede Menge. Wenn wir uns nicht beeilen, werden sie uns überrennen. Machen wir uns an die Arbeit.;Hay muchas. Si no actuamos rápidamente, nos invadirán. Pongámonos manos a la obra.;Há muitas delas. Se não agirmos rapidamente, teremos grandes problemas. Ao trabalho.;他们有很多。如果我们不迅速行动，它们会淹没我们。让我们开始工作吧。;たくさんあるわね。急いで行動しないと、私たちがやられてしまう。さっさと取りかかりましょう。;여러 개가 있어. 빨리 대처하지 않으면 감당할 수 없을 거야. 서두르자.
DIALOG/story/dlc_1/ashley_factory_nest_02;We've destroyed the first biofactory. It looks like they are heavily defended by X-Morph defense towers. I think they expected us.;Zniszczyliśmy pierwszą biofabrykę. Wygląda na to, że są one dobrze strzeżone przez wieże obronne X-Morphów. Chyba się nas spodziewali.;Мы уничтожили первую био-фабрику. Похоже, их обороняют защитные башни Икс-морфов. Думаю, нас здесь ждали.;La première bio-usine est maintenant détruite. On dirait que les infrastructures sont lourdement protégées par des tours de défense X-Morph. C'est comme si on était attendus.;Das war die erste Biofabrik. Ganz offensichtlich sind sie mit X-Morph-Abwehrtürmen gut gesichert. Ich glaube, dass sie uns erwartet haben.;Hemos destruido la primera fábrica biológica, que está muy protegida con las torres de defensa X-Morph. Es como si nos estuviesen esperando.;Destruímos a primeira biofábrica. Parece que estão fortemente protegidas por torres defensivas X-Morph. Acho que estavam esperando por nós.;我们已经摧毁了第一个生物工厂。看起来他们被X变体防御塔严密防守。我想他们预料到了我们。;1つ目のバイオ工場を破壊した。工場はモルフXの防衛タワーに厳重に守られているようね。私たちを待ち構えていたのよ。;첫 번째 바이오공장을 파괴했어. X-모프 방어 타워의 경비가 삼엄해. 우리가 온다는 걸 알고 있었던 것 같아.
DIALOG/story/dlc_1/ashley_factory_nest_03;Another biofactory destroyed. I think they're all creating these Flurian creatures. They've been preparing to destroy us.;Kolejna biofabryka zniszczona. Myślę, że to one wszystkie tworzą Fluriany. Przygotowują się do zniszczenia nas.;Еще одна био-фабрика разрушена. Думаю, они все создают этих флурианских существ. Они готовились нас уничтожить.;Une autre bio-usine de détruite. Je pense qu'elles conçoivent toutes ces créatures fluriennes. Elles se préparent à nous éliminer.;Wir haben eine weitere Biofabrik zerstört. Ich denke, dass sie alle diese Flurian-Kreaturen erzeugen. Sie bereiten unsere Zerstörung vor.;Otra fábrica biológica destruida. Creo que están creando criaturas flurianas y que se han estado preparando para destruirnos.;Mais uma biofábrica destruída. Acho que todas estão criando essas criaturas de Fluriano. Elas estiveram se preparando para nos destruir.;又一个生物工厂被摧毁。我想他们都在制造这些融合半人马生物。他们一直在准备摧毁我们。;バイオ工場をもう1つ破壊した。どこの工場でもこのフルリアン・クリーチャーを製造しているようね。私たちを滅ぼすために準備してたんだわ。;또 다른 바이오공장이 파괴됐어. 전부 이 플러리안을 만드는 것 같아. 우릴 없애려고 준비하고 있던 거야.
DIALOG/story/dlc_1/mech_factory_nest_02;I am detecting a rise in activity at the remaining biofactory locations. They are ramping up their efforts.;Odnotowuję wzrost aktywności w pozostałych biofabrykach. Zwiększają swoje działania.;Я зафиксировал повышение активности в местоположениях оставшихся био-фабрик. Они собирают силы.;Je détecte une hausse de l'activité en provenance des bio-usines restantes. Elles déploient tous leurs efforts.;Ich stelle erhöhte Aktivität in den verbleibenden Biofabriken fest. Sie strengen sich noch mehr an.;Detecto un aumento de la actividad en el resto de fábricas biológicas. Van a darlo todo.;Estou detectando um aumento de atividade na área das biofábricas restantes. Eles estão acelerando seus esforços.;我探测到剩余的生物工厂的活动在增加。他们正在加紧努力。;他のバイオ工場周辺で活動の活発化を検知。ピッチを上げているようだ。;남은 바이오공장에서 상승된 활동량이 감지됐습니다. 필사적으로 생산하고 있습니다.
DIALOG/story/dlc_1/mech_factory_nest_03;Biofactory destroyed. Good work, Ashley.;Biofabryka zniszczona. Dobra robota, Ashley.;Био-фабрика уничтожена. Отличная работа, Эшли.;Bio-usine détruite. Beau travail, Ashley.;Biofabrik zerstört. Gut gemacht, Ashley.;Fábrica biológica destruida. Buen trabajo, Ashley.;Biofábrica destruída. Bom trabalho, Ashley.;生物工厂被摧毁。干得好，阿雪莉。;バイオ工場を破壊した。アシュリー、よくやった。;바이오공장이 파괴됐습니다. 잘하셨습니다, 애슐리.
DIALOG/story/dlc_1/mech_factory_nest_04;I am not detecting any more biofactories in this area. Mission complete, Ashley.;Nie wykrywam więcej biofabryk w tej okolicy. Misja zakończona, Ashley.;Я больше не могу обнаружить био-фабрики в этом районе. Миссия выполнена, Эшли.;Je ne détecte plus aucune bio-usine dans ce secteur. Mission terminée, Ashley.;In diesem Gebiet kann ich keine weiteren Biofabriken feststellen. Mission abgeschlossen, Ashley.;No detecto ninguna fábrica biológica en la zona. Misión cumplida, Ashley.;Não estou detectando mais biofábricas nesta área. Missão cumprida, Ashley.;我没有探测到这一地区还有任何生物工厂。任务完成，阿雪莉。;このエリアにはもうバイオ工場はない。ミッション完了だ、アシュリー。;이 지역에서 더 이상 바이오공장이 감지되지 않습니다. 임무 완료입니다, 애슐리.
DIALOG/story/dlc_1/ashley_factory_nest_04;That should slow them down significantly and buy us more time.;To powinno ich znacznie spowolnić i dać nam więcej czasu.;Это должно их серьезно замедлить и дать нам время.;Ça devrait bien les ralentir, et nous, ça nous permet de gagner plus de temps.;Das sollte sie deutlich verlangsamen und uns mehr Zeit verschaffen.;Con esto, deberíamos ralentizarlos significativamente y ganar algo de tiempo.;Isso deve atrapalhá-los o bastante para ganharmos tempo.;这应该能大大减缓他们的速度，为我们争取更多时间。;これで彼らの力をだいぶ削いで、時間が稼げたわね。;이걸로 우리에게 시간이 좀 생겼군.
DIALOG/story/dlc_1/mech_factory_return_01;I am afraid they will not let us rest here. Worrying signals are coming in from the Metallic Valley Outpost. We should go there as soon as possible.;Obawiam się, że nie dadzą nam tu odpocząć. Z bazy w Dolinie Metalicznej dochodzą niepokojące informacje. Powinniśmy jak najszybciej się tam udać.;Боюсь, они не дадут нам отдохнуть. С аванпоста в Железной долине поступают тревожные сигналы. Нужно отправиться туда как можно скорее.;Je crains qu'on ne nous laisse pas rester ici. Je reçois des signaux inquiétants en provenance de l'avant-poste de la Vallée métallique. Il faut se rendre là-bas au plus vite.;Ich befürchte, dass man uns keine Pause gönnt. Von unserem Außenposten im Metalltal erhalte ich beunruhigende Signale. Wir sollten umgehend dorthin.;Me temo que no nos dejarán descansar aquí. Nos llegan señales preocupantes del puesto remoto del valle metálico. Deberíamos ir allí cuanto antes.;Temo que não vamos ter descanso por aqui. Estou recebendo sinais preocupantes do Posto Avançado do Vale Metálico. Devíamos ir lá o quanto antes.;我担心他们不会让我们在这里休息。令人担忧的信号正从合金峡谷前哨站传来。我们应该尽快去那里。;残念だが、休んでいる暇はない。鋼鉄の谷の前哨基地から不穏な信号を受信した。速やかに向かうべきだ。;안타깝지만 여유는 없습니다. 금속 계곡 전초기지에서 위험 신호가 감지됩니다. 최대한 빨리 그곳으로 가야 합니다.
DIALOG/story/dlc_1/ashley_factory_return_01;There's never a dull moment... Let's jump back there as soon as possible.;Nie ma czasu na nudę... Wróćmy tam jak najszybciej.;Скучать не приходится... Давай быстрее совершим прыжок.;Eh bien, on a jamais le temps de s'ennuyer... Utilisons le saut dimensionnel dès que possible.;Hier wird es wohl nie langweilig … Springen wir so schnell wie möglich zurück.;No nos da tiempo a aburrirnos... Saltemos de nuevo hasta allí cuanto antes.;Não há um momento de tédio… Vamos saltar de volta para lá assim que for possível.;永远不会有无聊的时刻... 让我们尽快跳回那里。;息つく暇もないわね…。すぐに戻りましょう。;심심할 틈이 없군... 최대한 빨리 점프하자.
DIALOG/story/dlc_1/mech_lakes_landing_01;Rift jump error. These are not the coordinates that we were aiming for. There is so much Morphium here that it probably disrupted the rift jump system.;Błąd skoku. To nie są współrzędne, w które celowaliśmy. Jest tu tak dużo Morphium, że prawdopodobnie zakłóciło to system Rift.;Ошибка при прыжке в портал. Это не наши целевые координаты. Здесь столько морфиума, что из-за него, должно быть, нарушилась система рифт-порталов.;Une erreur est survenue lors du saut dimensionnel. Ce ne sont pas les coordonnées qu'on cherche à atteindre. On trouve de telles quantités de morphium ici. Cela a dû perturber le système de saut dimensionnel.;Riftsprungfehler. Wir sind an falschen Koordinaten angekommen. Hier gibt es so viel Morphium, dass es das Riftsprungsystem gestört haben könnte.;Error en el salto dimensional. Estas no son las coordenadas que queríamos. Hay tanto morphium por aquí que seguro que ha causado estragos en el sistema de saltos dimensionales.;Salto de fenda malsucedido. Estas não são as coordenadas que queremos. Existe tanto Morphium aqui que isso provavelmente afetou o sistema de salto de fenda.;裂缝跳跃错误。这些并不是我们的目标坐标。这里有如此多的形变液，可能破坏了裂缝跳跃系统。;リフトジャンプにエラー発生。ここはジャンプ先に設定した座標ではない。大量のモルフィウムがリフトジャンプシステムに干渉したのだろう。;리프트 점프 오류. 저희가 입력한 좌표가 아닙니다. 다량의 모르피움이 리프트 점프 시스템을 방해하는 것으로 추정됩니다.
DIALOG/story/dlc_1/ashley_lakes_landing_01;This island is too small to set up a sensible outpost. We'll have to search for a larger island. At least we know that there's plenty of Morphium in this place.;Ta wyspa jest zbyt mała, aby założyć na niej sensowną bazę. Będziemy musieli poszukać większej wyspy. Przynajmniej wiemy, że w tym miejscu jest dużo morphium.;Этот остров слишком мал, чтобы строить на нем нормальный аванпост. Нужно найти остров побольше. Но мы хотя бы знаем, что здесь куча морфиума.;Cette île est trop petite. Ce ne serait pas judicieux d'y installer un avant-poste. On doit trouver une île plus grande. Au moins, on sait qu'il y a du morphium en abondance ici.;Diese Insel ist zu klein, als dass man hier einen vernünftigen Außenposten errichten könnte. Wir müssen nach einer größeren Insel suchen. Immerhin wissen wir, dass es hier viel Morphium gibt.;Esta isla es demasiado pequeña como para establecer un buen puesto remoto. Tendremos que buscar una más grande. Al menos ya sabemos que aquí abunda el morphium.;A ilha é pequena demais para erguer um Posto Avançado decente. Vamos precisar de uma ilha maior. Pelo menos sabemos que existe bastante Morphium por aqui.;这个岛太小了，无法建立一个合理的前哨。我们将不得不寻找一个更大的岛屿。至少我们知道，这个地方有大量的形变液。;まともな前哨基地を建設するには、この島は小さすぎる。もっと大きな島を見つけないと。少なくとも、ここにはモルフィウムがいくらでもあることはわかる。;전초기지를 세우기에 이 섬은 너무 작아. 더 큰 섬을 찾아야 해. 그래도 여기에 모르피움이 많다는 걸 알게 됐군.
DIALOG/story/dlc_1/mech_lakes_scouting_01;Ashley, I managed to sort out our positioning data. I have marked two possible locations that should be suitable for building a large outpost.;Ashley, udało mi się uporządkować nasze dane dotyczące położenia. Zaznaczyłem dwa możliwe miejsca, które powinny nadawać się do budowy dużej bazy.;Эшли, мне удалось разобраться в данных геолокации. Я отметил два возможных местоположения, которые должны подойти для крупного аванпоста.;Ashley, j'ai réussi à trier nos données de localisation. J'ai indiqué deux emplacements qui pourraient convenir à l'établissement d'un vaste avant-poste.;Ashley, ich konnte unsere Positionsdaten in Ordnung bringen. Ich habe zwei Stellen markiert, die sich für den Bau eines großen Außenpostens eignen sollten.;Ashley, he conseguido nuestros datos de posicionamiento. He marcado dos posibles ubicaciones que deberían valernos para construir un gran puesto remoto.;Ashley, consegui resolver nossos dados de posicionamento e marquei dois locais aparentemente adequados para a construção de um grande Posto Avançado.;阿雪莉，我设法整理了我们的定位数据。我已经标出了两个可能的地点，应该适合建造一个大型前哨站。;アシュリー、我々の位置データが取れた。大きな前哨基地を建設するのに向いている場所を2か所示しておいた。;애슐리, 올바른 위치 데이터를 확보했습니다. 큰 전초기지에 적합한 위치 두 곳을 표시했습니다.
DIALOG/story/dlc_1/ashley_lakes_scouting_01;Ok, let's head to the closest one. I don't feel safe here.;Dobrze, chodźmy do najbliższego z nich. Nie czuję się tu bezpiecznie.;Отлично, давай направимся к ближайшему из них. Здесь как-то небезопасно.;OK, rendons-nous à l'emplacement le plus proche. Je ne me sens pas en sécurité ici.;Gut, dann gehen wir zur näheren. Hier fühle ich mich nicht sicher.;Vale, vayamos a la más cercana. No me siento segura aquí.;Ok, vamos para o mais próximo. Não me sinto segura aqui.;好吧，让我们去最近的那个地方。我觉得这里不安全。;オーケー、近いほうへ行きましょう。ここは安全じゃない気がする。;좋아. 가장 가까운 곳으로 가자. 여긴 느낌이 안 좋아.
DIALOG/story/dlc_1/mech_lakes_encounter_01;Watch out, Ashley. This island is heavily fortified.;Uważaj, Ashley. Ta wyspa jest silnie ufortyfikowana.;Осторожно, Эшли. Этот остров серьезно охраняется.;Attention, Ashley, cette île est lourdement fortifiée.;Achtung, Ashley. Diese Insel ist schwer befestigt.;Cuidado, Ashley. La isla está muy fortificada.;Cuidado, Ashley. Esta ilha está bem protegida.;小心点，阿雪莉。这个岛有很强的防御能力。;気をつけろ、アシュリー。この島は厳重に守られている。;조심하세요, 애슐리. 이 섬은 철저하게 방어되고 있습니다.
DIALOG/story/dlc_1/ashley_lakes_encounter_01;They're not making it easy, are they? Let's clear it out and set up our own fortress.;Nie zamierzają nam niczego ułatwiać, co? Wyczyśćmy to miejsce i zbudujmy własną twierdzę.;Они не хотят облегчать нам работу. Давай зачистим его и поставим собственные укрепления.;Eh bien, ils ne nous facilitent pas la tâche ? Faisons un peu de ménage pour construire notre propre forteresse.;Die machen es einem auch nicht einfach, was? Räumen wir hier auf und errichten unsere eigene Festung.;No nos lo ponen nada fácil, ¿eh? Vamos a despejar la zona y a erigir nuestra fortaleza.;Eles não facilitam, não é mesmo? Vamos limpar o local e erguer nossa própria fortaleza.;他们不会让事情变得简单，是吗？让我们把它清理出来，建立我们自己的堡垒。;そう簡単には行かせてくれないってことね。掃討して、私たちの要塞を作りましょう。;쉬운 게 하나도 없네. 전부 제거하고 우리 기지를 만들자.
DIALOG/story/dlc_1/mech_lakes_encounter_02;We have cleared the island from all X-Morph presence. We should build up an outpost as soon as possible.;Oczyściliśmy wyspę z obecności X-Morphów. Powinniśmy jak najszybciej zbudować posterunek.;Мы полностью очистили остров от присутствия Икс-морфов. Нужно как можно скорее построить аванпост.;Toute présence X-Morph a été écartée de cette île. On devrait construire un avant-poste le plus rapidement possible.;Wir haben alle X-Morphs auf dieser Insel ausgeschaltet. Wir sollten zum nächstmöglichen Zeitpunkt einen Außenposten errichten.;Hemos eliminado toda presencia de los X-Morph en la isla. Deberíamos construir un puesto remoto lo antes posible.;Nós livramos a ilha da presença dos X-Morph. Devemos erguer um Posto Avançado o quanto antes.;我们已经清除了岛上所有X变体的存在。我们应该尽快建立起一个前哨。;島からモルフXの存在をすべて消し去った。速やかに前哨基地を建設すべきだ。;섬에서 X-모프를 제거했습니다. 최대한 신속하게 전초기지를 건설해야 합니다.
DIALOG/story/dlc_1/ashley_lakes_encounter_02;This island is too small to build a resource production outpost. We don't have to assault it.;Ta wyspa jest zbyt mała, by zbudować na niej ośrodek produkcji surowców. Nie musimy jej szturmować.;Этот остров недостаточно большой, чтобы на нем можно было построить аванпост для добычи ресурсов. Нет смысла его штурмовать.;Cette île est trop petite pour y construire un avant-poste de production de ressources. Inutile de l'attaquer.;Diese Insel ist für den Bau eines Außenpostens zur Rohstoffproduktion zu klein. Wir müssen sie nicht stürmen.;Esta isla es demasiado pequeña como para construir un puesto remoto de producción de recursos. No hace falta asaltarla.;Esta ilha é pequena demais para construir um Posto Avançado para produção de recursos. Não precisamos atacá-la.;这个岛太小了，无法建立一个资源生产前哨。我们没有必要去攻打它。;資源生産用の基地を建設するには、この島は小さすぎるわ。こちらから強襲する必要はないんじゃないからしら。;이 섬은 자원 생산 전초기지를 만들기엔 너무 작아. 공격할 이유가 없어.
DIALOG/story/dlc_1/mech_lakes_encounter_03;There is a biofactory on this island, Ashley. We should at least destroy the factory to reduce the strength of enemy attacks.;Na tej wyspie znajduje się biofabryka, Ashley. Powinniśmy przynajmniej zniszczyć fabrykę, aby zmniejszyć siłę ataków wroga.;Эшли, на этом острове есть био-фабрика. Стоит уничтожить хотя бы ее, чтобы ослабить вражеские нападения.;Une bio-usine se trouve sur cette île, Ashley. Il faudrait au moins détruire celle-ci pour réduire la puissance des attaques ennemies.;Auf dieser Insel gibt es eine Biofabrik, Ashley. Wir sollten zumindest diese zerstören, damit die Angriffe nicht so heftig ausfallen.;Hay una fábrica biológica en esta isla, Ashley. Deberíamos destruirla para reducir la fuerza de los ataques enemigos.;Existe uma biofábrica nesta ilha, Ashley. Devemos ao menos destruí-la para reduzir a força dos ataques inimigos.;在这个岛上有一个生物工厂，阿雪莉。我们至少应该摧毁这个工厂以减少敌人的攻击力度。;この島にはバイオ工場がある。最低限、工場を破壊して敵を弱体化させるべきだ。;애슐리, 이 섬에는 바이오공장이 있습니다. 적의 공격력을 줄이기 위해서라도 파괴해야 합니다.
DIALOG/story/dlc_1/mech_lakes_outpost_01;Outpost construction is in progress. We should build up defenses as soon as possible. Building space is limited. I recommend constructing Morphium Towers to reinforce our defenses. They do not require additional power or AI Cores. We can also place them directly in the Morphium reservoirs, so they can serve as forward defenses, and their construction should be efficient here. It is going to be more difficult to defend on a small island.;Trwa budowa posterunku. Powinniśmy jak najszybciej wzmocnić obronę. Ilość miejsca na budynki jest tu ograniczona. Zalecam budowę wież Morphium, które pozwolą nam się bronić. Nie wymagają one dodatkowego zasilania ani rdzeni AI. Możemy je również umieścić bezpośrednio w zbiornikach Morphium, dzięki czemu będą mogły służyć jako pierwsza linia obrony. Powinno to być efektywne rozwiązanie, biorąc pod uwagę, jak ciężko będzie nam obronić tak małą wyspę.;Строительство аванпоста в процессе. Нужно как можно скорее возвести оборонительные сооружения. Пространство для строительства ограничено. Я рекомендую построить морфиумные башни для укрепления обороны. Им не нужно дополнительное питание или ИИ-ядра. Их также можно ставить прямо в резервуарах с морфиумом, так что они могут послужить передним рубежом обороны, а их постройка здесь будет рациональной. Маленький остров оборонять будет сложнее.;Construction de l'avant-poste en cours. On devrait mettre en place des défenses dès que possible. Notre espace de construction est limité. Je suggère de construire des tours à morphium pour renforcer nos défenses. Elles ne nécessitent pas d'énergie ou de noyaux d'IA supplémentaires. On peut également les installer directement dans les réserves de morphium pour les utiliser comme défenses avancées. Je pense que ce serait judicieux de les construire là. Ça va être plus difficile de se défendre sur une petite île.;Bau des Außenpostens ist im Gange. Wir sollten unsere Abwehranlagen so schnell wie möglich ausbauen. Der Bauplatz ist begrenzt. Ich empfehle den Bau von Morphium-Türmen, um unsere Verteidigung zu stärken. Sie benötigen weder zusätzliche Energie noch KI-Kerne. Wir können sie auch direkt in den Morphium-Reservoirs aufstellen, dann dienen sie als vorgeschobene Abwehranlage. Wir müssen sie hier mit Bedacht aufstellen. Kleine Inseln sind schwieriger zu verteidigen.;La construcción del puesto remoto está en marcha. Deberíamos establecer las defensas lo antes posible, pero el espacio de construcción es limitado. Propongo erigir torres de morphium para reforzar nuestras defensas, ya que no consumen energía adicional ni núcleos IA. También podemos colocarlas directamente en los depósitos de morphium para utilizarlas como defensas de la vanguardia, y su construcción debería ser eficiente. Será más difícil defender en una isla pequeña.;A construção do Posto Avançado está em andamento. Precisamos erguer defesas o quanto antes. Como o espaço é limitado, eu recomendo construir Torres de Morphium para reforçá-las. Elas não exigem Núcleos de IA ou energia extra. Também podemos posicioná-las diretamente nos reservatórios de Morphium, para que sirvam como defesa avançada. Além disso, sua construção deve ser eficiente aqui. Será mais difícil defender em uma ilha tão pequena.;前哨站的建设正在进行中。我们应该尽快建立起防御系统。建筑空间是有限的。我建议建造形变液塔来加强我们的防卫。它们不需要额外的动力或AI核心。我们也可以把它们直接放在形变液体池中，这样它们就可以作为前线防御，而且建造在这里应该是很有效的。在一个小岛上进行防御会更加困难。;前哨基地の建設が進行中。速やかに防衛体制を整えるべきだ。建築範囲は限られている。防衛を強化するためにモルフィウムタワーの建設を推奨する。稼働に他の動力やAIコアなどは必要ない。タワーをモルフィウムの貯水池に直接設置すれば、前線の防衛に利用でき、しかも効率的に建設が進められる。小さい島における防衛は難しい。;전초기지 건설 중. 최대한 신속히 방어 시설을 건설해야 합니다. 건설 공간은 제한적입니다. 방어를 위해 모르피움 타워 건설을 권장합니다. 추가적인 동력이나 AI 코어가 필요하지 않습니다. 모르피움 웅덩이에 건설해서 전방 방어 시설로 사용할 수 있고, 공간이 절약돼 효율적입니다. 작은 섬에서는 방어가 더 어렵습니다.
DIALOG/story/dlc_1/mech_lakes_outpost_02;Outpost construction finished. Now, let's focus on building up the necessary Morphium compression infrastructure. This will allow us to take advantage of this resource in any place on the planet.;Budowa posterunku zakończona. Teraz skoncentrujmy się na budowie niezbędnej infrastruktury do kompresji morphium. Dzięki temu będziemy mogli korzystać z tego surowca w każdym miejscu na planecie.;Постройка аванпоста завершена. Теперь давай сконцентрируемся на строительстве инфраструктуры по компрессии морфиума. Это позволит нам пользоваться данным ресурсом в любой точке планеты.;Construction de l'avant-poste terminée. Concentrons-nous maintenant sur la construction des infrastructures nécessaires à la compression du morphium. Ça nous permettra d'exploiter cette ressource partout sur cette planète.;Bau des Außenpostens abgeschlossen. Jetzt müssen wir uns auf die nötige Morphium-Kompressionsinfrastruktur konzentrieren. Diese wird uns ermöglichen, den Rohstoff überall auf dem Planeten zu nutzen.;Ya está terminado el puesto remoto. Ahora, centrémonos en construir la infraestructura de compresión de morphium que tanta falta nos hace. Así podremos aprovechar este recurso en cualquier punto del planeta.;Construção do Posto Avançado concluída. Agora devemos nos focar na construção da infraestrutura necessária de compressão de Morphium. Isso vai nos permitir tirar vantagem desse recurso em qualquer lugar do planeta.;前哨建设完成。现在，让我们专注于建立必要的形变液压缩基础设施。这将使我们能够在这个星球的任何地方利用这种资源。;前哨基地の建設が完了。次は必須となるモルフィウムの圧縮設備の建設に集中しよう。それがあれば、星のどこにいてもこの資源を利用できるようになるだろう。;전초기지 건설 완료. 이제 필요한 모르피움 압축 시설을 건설해야 합니다. 그러면 행성 어디에서든 모르피움을 활용할 수 있습니다.
DIALOG/story/dlc_1/ashley_lakes_outpost_01;Liquid compression requires a lot of energy. I think it would be a good idea to use Morphium Power Plants for this purpose. They are space-efficient, and there's practically limitless Morphium in this area.;Kompresja cieczy wymaga dużej ilości energii. Myślę, że dobrym pomysłem byłoby wykorzystanie do tego celu elektrowni Morphium. Zajmują one mało miejsca, a Morphium w tym rejonie jest praktycznie nieograniczone.;Для жидкостной компрессии нужна уйма энергии. Думаю, разумно будет использовать для этого морфиумные электростанции. Они компактные, а морфиума в этом регионе практически неограниченное количество.;La compression des liquides consomme beaucoup d'énergie, donc je pense que ce serait une bonne idée d'utiliser des centrales à morphium. Elles sont compactes, et on a accès à une source presque illimitée de morphium ici.;Flüssigkeitskompression benötigt eine große Menge Energie. Ich schlage vor, dafür Morphium-Kraftwerke zu verwenden. Sie sind platzsparend, und in diesem Gebiet gibt es einen schier unerschöpflichen Vorrat an Morphium.;Se necesita gran cantidad de energía para la compresión de líquidos. Creo que sería buena idea utilizar centrales de morphium. No ocupan muchísimo espacio y aquí la cantidad de morphium es prácticamente ilimitada.;Comprimir líquidos requer muita energia. Seria uma boa ideia usar Usinas de Morphium para este propósito, elas não ocupam muito espaço e a região é abundante em Morphium.;液体压缩需要大量的能源。我认为为此目的使用形变液发电厂将是一个好主意。它们具有空间效率，而且在这个地区有几乎无限的形变液。;液体の圧縮には膨大な量のエネルギーが必要よ。そのためにモルフィウム力発電所を使うのがいいんじゃないかしら。場所もそれほど取らないし、ここにはいくらでもモルフィウムがあるもの。;액체 압축에는 많은 에너지가 필요해. 여기에는 모르피움 발전소가 좋겠어. 공간도 덜 차지하고 여기엔 모르피움이 많으니까.
DIALOG/story/dlc_1/ashley_lakes_compressors_01;We've built up a sizeable Morphium production facility. This will allow us to take advantage of this resource in any place on the planet. We'll just need to construct the necessary decompression facilities wherever we want to deliver it.;Zbudowaliśmy pokaźny zakład produkcji morphium. Dzięki temu będziemy mogli korzystać z tego surowca w dowolnym miejscu na planecie. Musimy tylko zbudować niezbędne urządzenia do dekompresji, gdziekolwiek będziemy chcieli dostarczyć ten surowiec.;Мы построили крупный комплекс по добыче морфиума. Это позволит нам пользоваться данным ресурсом в любом месте планеты. Нужно лишь построить декомпрессионные установки там, куда мы хотим его доставить.;On a construit une importante installation de production de morphium. Elle va nous permettre d'exploiter cette ressource partout sur cette planète. On a juste besoin de construire les installations de décompression nécessaires là où on aura besoin d'utiliser du morphium.;Wir haben eine stattliche Morphium-Produktionsanlage errichtet. Mit ihr können wir diesen Rohstoff überall auf dem Planeten nutzen. Wir müssen nur an den Orten, an die es geliefert werden soll, die entsprechenden Dekompressionsanlagen bauen.;Ya está terminada la fábrica de morphium y tiene un buen tamaño. Así podremos sacarle partido a este recurso en cualquier lugar del planeta. Ahora solo tenemos que construir las instalaciones de descompresión necesarias donde queramos usarlo.;Nós construímos uma instalação de produção de Morphium notável, o que vai nos permitir tirar vantagem desse recurso em qualquer parte do planeta. Só vamos precisar construir as instalações de descompressão onde quisermos levá-lo.;我们已经建立了一个相当大的形变液生产设施。这将使我们能够在星球上的任何地方利用这种资源。我们只需要在我们想要运送它的地方建造必要的解压设施。;立派なモルフィウム製造施設が建設できた。それがあれば、星のどこにいてもこの資源を利用できるようになるだろう。後は届け先に復元するための減圧設備を建設するだけね。;이제 상당한 크기의 모르피움 생산 시설이 확보됐어. 이로써 행성 어디에서든 이 자원을 활용할 수 있겠군. 이제 자원을 보내고 싶은 곳에 감압 시설을 건설하기만 하면 돼.
