;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/planetary_scanner/base_info_buildings_megastructures;Megastructures;Megastruktury;Мегаструктуры;Mégastructures;Megastrukturen;Megaestructuras;Megaestruturas;巨型结构;メガストラクチャー;메가구조물
gui/menu/planetary_scanner/location_info;Location info;Dane lokacji;Данные о регионе;Informations d’emplacement;Informationen zum Standort;Información de ubicación;Info do local;地点信息;ロケーション情報;위치 정보
gui/menu/planetary_scanner/mission_acid_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_acid_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/planetary_scanner/mission_caverns_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_caverns_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/planetary_scanner/mission_desert_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_desert_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/planetary_scanner/mission_jungle_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_jungle_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/planetary_scanner/mission_magma_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_magma_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/planetary_scanner/mission_metallic_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_metallic_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/planetary_scanner/mission_swamp_exploration_description;Explore this area to find unique treasures and learn more about Galatea 37.;Zwiedź ten obszar, aby odkryć unikalne skarby i dowiedzieć się więcej o Galatei 37. ;Исследуйте эту область, чтобы найти уникальные сокровища и узнать больше о Галатее 37.;Explorez cette zone pour trouver des trésors uniques et en apprendre plus sur Galatea 37.;Erkunde dieses Gebiet, um einzigartige Schätze zu finden und mehr über Galatea 37 zu erfahren.;Explora esta zona para encontrar tesoros únicos y aprender más acerca de Galatea 37.;Explore esta área para encontrar tesouros únicos e aprender mais sobre Galatea 37.;探索该区域以发现独特的宝藏并深入了解伽拉忒亚37号。;このエリアを探索してユニークなお宝を見つけてガラテア37についてもっと知ろう。;이 지역을 탐험하여 독특한 보물을 찾고 갈라테아 37에 대해 더 알아보세요.
gui/menu/planetary_scanner/mission_swamp_resource_description;Orbital Scanning detected a resource rich location. Go there to learn if it's suitable for a permanent mining outpost.;Skanowanie orbitalne wykryło obszar bogaty w zasoby. Udaj się tam, aby sprawdzić, czy nadaje się na stałą placówkę wydobywczą. ;Орбитальное сканирование обнаружило место, богатое ресурсами. Отправляйтесь туда, чтобы узнать, подходит ли оно для постоянной добывающей станции.;Le scan orbital a détecté un emplacement riche en ressources. Allez-y et vérifiez s’il est possible d’y installer un poste d’extraction permanent.;Beim orbitalen Scan wurde ein rohstoffreicher Ort entdeckt. Begib dich dorthin, um herauszufinden, ob er für einen festen Förderungsaußenposten geeignet ist.;El escaneo orbital ha detectado una ubicación rica en recursos. Dirígete allí y descubre si se podría montar un puesto minero permanente.;A Exploração Orbital detectou um local rico em recursos. Vá até lá para determinar se o local é adequado para um posto avançado de mineração permanente.;轨道扫描发现了资源丰富的地点。前往调查是否适合建立永久性采矿前哨站。;軌道スキャンが資源の豊富な場所を発見した。現地へ行って永続的な採掘基地を建てられそうか確かめよう。;행성 스캐닝에서 자원이 풍부한 지역이 탐지되었습니다. 해당 지역으로 이동하여 영구적인 채굴 전초기지로 적합한지 확인하세요.
gui/menu/research/category_megastructures;Megastructures;Megastruktury;Мегаструктуры;Mégastructures;Megastrukturen;Megaestructuras;Megaestruturas;巨型结构;メガストラクチャー;메가구조물
gui/menu/research/description/arcology_workshop;This research unlocks the blueprint for the Arcology Workshop. It allows the arcology to be launched into orbit, enabling non-invasive colonization and long-term planetary presence. ;To badanie odblokowuje plany konstrukcyjne Warsztatu Arkologii. Pozwala on wynieść arkologię na orbitę, co otwiera drogę do bezinwazyjnej kolonizacji i trwałej obecności na planecie. ;Это исследование открывает чертежи Аркологической мастерской. Она позволяет вывести аркологию на орбиту, обеспечивая неинвазивную колонизацию и долгосрочное присутствие на планете. ;Cette recherche débloque le plan de l’atelier d’arcologie. Elle permet donc de déployer l’arcologie en orbite, ce qui favorise une colonisation non invasive et une présence à long terme sur les planètes. ;Durch diese Forschung wird der Entwurf für die Arkologie-Werkstatt freigeschaltet. Damit kann die Arkologie in den Orbit gebracht werden, um eine nicht invasive Kolonisierung und dauerhafte Besiedlung des Planeten zu ermöglichen. ;Esta investigación desbloquea el plano para el taller de arcologías. Permite que las arcologías se pongan en órbita para permitir la colonización no invasiva y la presencia en el planeta a largo plazo. ;Esta pesquisa desbloqueia o projeto da Oficina Arcológica. Ela permite que a arcologia seja lançada para a órbita, possibilitando a colonização não invasiva e a presença planetária a longo prazo. ;该研究解锁了生态巨构体车间的蓝图，可将其送入轨道，实现非侵入式殖民和长期驻留。;この研究はアーコロジー・ワークショップの設計図をアンロックする。アーコロジーを軌道上に打ち上げて、非侵略的な入植と惑星での長期滞在を可能にする。 ;이 연구는 아콜로지 작업실의 청사진을 잠금 해제합니다. 아콜로지 작업실을 행성 궤도에 발사할 수 있는 기술을 제공하며, 비침습적인 식민지화와 장기적인 행성 체류를 가능하게 해줍니다. 
gui/menu/research/description/gravitational_hyper_lens;A lens capable of bending space to create zero-gravity conditions. It allows for the construction of structures on an unimaginable scale and reveals solid resource deposits across the entire map, even in unexplored areas. ;Soczewka zdolna do zakrzywiania przestrzeni i tworzenia warunków zerowej grawitacji. Umożliwia budowę struktur na niewyobrażalną skalę oraz wykrywanie złóż surowców stałych na całej mapie, nawet w nieodkrytych obszarach. ;Линза, искривляющая пространство для создания условий невесомости. Позволяет возводить колоссальные постройки и выявляет месторождения ресурсов по всей карте, включая неисследованные области. ;Une lentille capable de déformer l’espace pour créer des conditions d’apesanteur. Elle permet de construire des structures à une échelle inimaginable et met en évidence des gisements de ressources solides sur l’ensemble de la carte, même dans les zones inexplorées. ;Eine Linse, die den Raum krümmt, um Schwerelosigkeit zu erzeugen. Damit kannst du Strukturen von unvorstellbarer Größe errichten und Rohstoffvorkommen auf der ganzen Karte aufdecken – sogar in unerforschten Gebieten. ;Una lente capaz de doblar el espacio y crear condiciones de gravedad cero. Permite la construcción de estructuras de escala inimaginable y revela depósitos de recursos sólidos por todo el mapa, incluso en áreas sin explorar. ;Uma lente capaz de distorcer o espaço para criar condições de gravidade zero. Ela permite a construção de estruturas em uma escala inimaginável e revela depósitos de recursos sólidos por todo o mapa, até mesmo em áreas inexploradas. ;这种透镜可以弯曲空间制造零重力环境，使得超大规模建筑成为可能，同时揭示整个地图上（包括未探索区域）的资源矿藏。;空間を曲げて無重力状態を作り出すことができるレンズ。想像を絶する規模の構造体の建造を可能にし、未探索のエリアを含め、マップ全体にある鉱床を露わにする。 ;공간을 휘어 무중력 상태를 생성할 수 있는 렌즈입니다. 렌즈는 상상하기 어려운 규모로 구조물의 건설을 가능할 수 있게 하며, 지도 전체에 걸쳐 탐험 되지 않은 지역까지 포함해 고체 자원 광상을 드러냅니다. 
gui/menu/research/description/gravitational_hyper_lens_lvl_2;This upgrade enhances the lens with deep-spectrum thermal and gas anomaly scanning. It enables the detection of geothermal faults and natural flammable gas vents across the operational zone. ;Ulepszenie soczewki rozszerza jej możliwości skanowania o głębokie spektrum cieplne i gazowe. Pozwala to na wykrywanie uskoku geotermalnego oraz naturalnych ujść palnych gazów w całym obszarze operacyjnym. ;Это улучшение добавляет линзе сканирование теплового спектра и газовых аномалий. Теперь возможно обнаружение геотермальных разломов и природных скважин горючего газа по всей рабочей зоне. ;Cette amélioration renforce la lentille avec un scan à spectre profond des anomalies thermiques et gazeuses. Elle permet de détecter les failles géothermiques et les émanations de gaz naturel inflammable dans toute la zone opérationnelle. ;Diese Aufwertung ergänzt die Linse um einen Tiefenspektrum-Scanner für Wärme- und Gasanomalien. Damit können geothermische Störquellen und natürliche, entflammbare Gasschlote im gesamten Einsatzgebiet aufgedeckt werden. ;Esto mejora la lente con un escáner de espectro térmico y de anomalías gaseosas. Permite detectar la actividad geotérmica y los depósitos de gas natural inflamable a lo largo de la zona de operaciones. ;Esta melhoria aprimora a lente com escaneamentos térmicos de espectro profundo e anomalias gasosas. Ela permite a detecção de falhas geotérmicas e saídas de gás inflamáveis naturais por toda a zona operacional. ;此升级为透镜添加深频谱热能与气体异常扫描功能，可探测地热裂缝和天然可燃气体喷口。;このアップグレードはレンズに深層スペクトルでの熱源とガスアノマリースキャニングの機能を付与する。これにより活動域の地熱断層や自然可燃性ガスの噴出口を探知できるようになる。 ;이 업그레이드는 렌즈에 심층 스펙트럼 열화상 및 가스 이상 탐지 기능을 강화합니다. 이 기능은 운영 구역 내 지열 단층과 천연 인화성 가스 배출구를 탐지할 수 있도록 합니다. 
gui/menu/research/description/gravitational_hyper_lens_lvl_3;The lens is upgraded with biome-aware terrain analysis algorithms. This enables the detection of hidden biocaches within its scanning range. ;Soczewka zostaje wzbogacona o biometryczne algorytmy analizy terenu. Umożliwia to wykrywanie bioskrytek w promieniu działania urządzenia. ;Линза модернизирована алгоритмами биомно-ориентированного анализа местности. Выявляет скрытые биозалежи в радиусе сканирования. ;La lentille est enrichie d’algorithmes d’analyse du terrain adaptés aux biomes. Cela permet de détecter les biocaches cachées dans le rayon de scan de la lentille. ;Die Linse ist mit Algorithmen zur Biom-Geländeanalyse aufgewertet. Damit können verborgene Biocaches innerhalb der Reichweite der Linse aufgespürt werden. ;Esta lente está mejorada con algoritmos de análisis de terreno de los biomas. Esto permite detectar escondites biológicos en su rango de escaneo. ;A lente é melhorada com algoritmos de análise de terreno sensíveis ao bioma. Isso possibilita a detecção de pontos de interesse biológico escondidos dentro do seu alcance de escaneamento. ;透镜升级为具备生态区感知能力的地形分析算法，可在其扫描范围内发现隐藏的生物物资储藏点。;レンズはバイオーム認識型地形分析アルゴリズムで強化される。これによりスキャン範囲内の隠れたバイオキャッシュを探知できるようになる。 ;렌즈가 생물군계 인식 지형 분석 알고리즘으로 업그레이드되었습니다. 이를 통해 스캔 범위 내에 숨겨진 생체 캐시를 감지할 수 있습니다. 
gui/menu/research/description/gravitational_hyper_lens_lvl_4;Advanced spectral filters allow the lens to identify major bioanomalies and power wells. This enables precise planning of base locations and research structures. ;Zaawansowane filtry spektralne pozwalają soczewce identyfikować bioanomalie oraz źródła mocy Dzięki temu można precyzyjnie zaplanować lokalizację baz i struktur badawczych. ;Новые спектральные фильтры позволяют линзе находить крупные биоаномалии и энергетические скважины для оптимального размещения баз и исследовательских структур. ;Les filtres spectraux avancés permettent à la lentille d’identifier les grandes anomalies biologiques et les puits d’énergie. Ils permettent donc de déterminer avec précision l’emplacement des bases et des structures de recherche. ;Dank fortschrittlicher Spektralfilter kann die Linse wichtige Bioanomalien und Boostquellen erkennen. Damit kannst du den Bau der Basis und von Forschungsstrukturen präzise planen. ;Los filtros espectrales avanzados permiten que la lente pueda identificar anomalías biológicas y pozos de energía. Esto proporciona información vital para planear la construcción de la base y sus estructuras de investigación. ;Filtros espectrais avançados permitem que a lente identifique poços de energia e bioanomalias maiores. Isso possibilita o planejamento preciso do posicionamento de bases e estruturas de pesquisa. ;先进光谱滤波器可识别主要生物异常体与能量井，有助于精确规划基地与研究设施位置。;高度スペクトルフィルターにより主なバイオアノマリーとパワーウェルが認識できるようになる。これを活用して基地や研究施設の建設場所をより効率的に選ぶことができる。 ;고급 스펙트럼 필터는 렌즈가 주요 바이오현상과 파워 웰을 식별할 수 있도록 합니다. 이는 기지 위치와 연구 시설의 정밀한 계획을 가능하게 합니다. 
gui/menu/research/description/gravitational_hyper_lens_lvl_5;The lens gains deep subsurface scanning capabilities. It reveals hidden underground resource deposits and buried treasuries across the entire map. ;Soczewka uzyskuje możliwość głębokiego skanowania podpowierzchniowego. Umożliwia wykrywanie ukrytych złóż surowców oraz skarbców podziemnych na całej mapie. ;Линза получает функцию глубинного сканирования недр. Теперь она выявляет скрытые подземные месторождения и залежи ценных ресурсов по всей карте. ;La lentille acquiert des capacités de scan du sous-sol en profondeur. Elle révèle alors les gisements de ressources souterraines cachés et les trésors enfouis sur l’ensemble de la carte. ;Die Linse kann nun tief im Untergrund scannen. Damit können verborgene unterirdische Rohstoffvorkommen und vergrabene Schätze auf der gesamten Karte aufgedeckt werden. ;La lente adquiere la capacidad de escanear el subsuelo. Desvela depósitos de recursos y tesoros ocultos bajo tierra por todo el mapa. ;A lente ganha capacidades de escaneamento subterrâneo profundo. Ela revela depósitos de recursos subterrâneos ocultos e tesouros enterrados por todo o mapa. ;透镜获得深层地下扫描能力，揭示地图范围内的隐藏资源矿藏与埋藏宝库。;スキャン能力が地表下深層まで拡張される。これによりマップ全域における隠れた地下資源の鉱床や、埋蔵されたお宝の発見が可能になる。 ;렌즈는 깊은 지하 탐색 기능을 획득했습니다. 이 렌즈는 지도 전체에 걸쳐 숨겨진 지하 자원 광상과 묻힌 보물을 드러냅니다. 
gui/menu/research/description/hydroponic_lab;This research unlocks the construction plans for the Hydroponic Sustainability Lab. It accelerates plant regrowth within the location where it is built. The lab produces biological resources sustainably, securing the colony’s self-sufficiency.;To badanie odblokowuje plany konstrukcyjne Laboratorium Hydroponicznego. Zwiększa ono tempo odrastania roślin na mapie, na której zostało zbudowane. Pozwala na hodowlę roślin w nawet najmniej sprzyjających warunkach.;Это исследование открывает чертежи Гидропонной лаборатории. Она ускоряет регенерацию растений в зоне своего действия и дает устойчивый прирост биоресурсов, обеспечивая самодостаточность колонии. ;Cette recherche débloque les plans de construction du laboratoire hydroponique. Celui-ci accélère la repousse des plantes dans sa zone d’effet immédiate. Le laboratoire produit des ressources biologiques de manière durable, assurant l’autosuffisance de la colonie. ;Durch diese Forschung werden die Entwürfe für das hydroponische Nachhaltigkeitslabor freigeschaltet. Damit wird das Wachstum der Pflanzen im unmittelbaren Wirkungsbereich beschleunigt. Das Labor produziert nachhaltig biologische Rohstoffe und sichert die Selbstversorgung der Kolonie. ;Esta investigación desbloquea los planes de construcción del laboratorio hidropónico. Acelera el crecimiento de las plantas en su área de efecto. El laboratorio produce recursos biológicos de manera sostenible, asegurando la autosuficiencia de la colonia. ;Esta pesquisa desbloqueia os planos de construção do Laboratório Hidropônico. Ele acelera o crescimento das plantas em sua área de efeito imediata. O laboratório produz recursos biológicos de forma sustentável, garantindo a autossuficiência da colônia. ;该研究解锁水培实验室建造图纸，可加速范围内植物再生，并持续产出生物资源，保障殖民地的自给自足。;水耕栽培ラボの建設計画をアンロックされる。このラボは効果の有効範囲内にある植物の成長速度を上昇させる。生物資源を持続的に生産することでコロニーの自給自足を確立できる。 ;이 연구는 수경 재배 실험실의 청사진을 잠금 해제합니다. 이 실험실은 영향 범위 내 식물의 재생을 가속화합니다. 실험실은 생물학적 자원을 지속 가능하게 생산하여 식민지의 자급자족을 확보합니다. 
gui/menu/research/description/hydroponic_lab_lvl_2;The lab is upgraded with a second Nutrient Flow Processing Station that further accelerates vegetation regrowth. Perfect for boosting local biomass growth.;Laboratorium zostaje wyposażone w systemy mikroklimatyczne, które jeszcze bardziej przyspieszają regenerację roślinności. Idealne do wzmacniania lokalnych źródeł biomateriału. ;Лаборатория оснащена системами управления микроклиматом, ускоряющими восстановление растений. Идеально подходит для выращивания локальных источников биомассы. ;Le laboratoire est modernisé grâce à des systèmes de régulation du microclimat qui accélèrent davantage la repousse de la végétation. Ces systèmes sont parfaits pour stimuler les sources de biomasse locales. ;Das Labor ist mit Systemen zur Regulierung des Mikroklimas ausgestattet, die das Nachwachsen der Vegetation weiter beschleunigen. Perfekt, um die lokalen Quellen für Biomasse aufzubessern. ;El laboratorio está mejorado con sistemas de regulación de microclimas que aceleran aún más el crecimiento de la vegetación. Perfecto para potenciar las fuentes locales de biomasa. ;O laboratório é melhorado com sistemas de regulação microclimática, que aceleram ainda mais o crescimento da vegetação. Perfeito para reforçar as fontes locais de biomassa. ;实验室升级为具备微气候调节系统，可进一步加速植物再生，极大提升局部生物量产出。;ラボが植物の成長をさらに加速させる微気候維持システムでアップグレードされる。エリアのバイオマス源を拡大させるのに最適。 ;실험실은 미기후 조절 시스템을 도입하여 식물 재생을 더욱 가속화합니다. 해당 지역의 바이오매스 증대에 적합합니다. 
