;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_2/mech_outpost_stage_2_return_02;I was able to create a detailed map of the underlying cavern system superstructure and the intertwining soft limestone layers. I extracted the worm's path, by tracing it back from the location where we encountered it last time. The trail goes very deep underground, and cuts off abruptly.;Udało mi się stworzyć szczegółową mapę struktury systemu jaskiń i przeplatających się miękkich warstw wapienia. Wyodrębniłem ścieżkę Czerwia, śledząc ją od miejsca, gdzie natknęliśmy się na niego ostatnim razem. Ścieżka wchodzi bardzo głęboko pod ziemię i gwałtownie się urywa.;Я составил подробную карту глобальной структуры пещер с перемежающими ее слоями известняка и построил маршрут червя от последней точки, где мы его видели. След ведет глубоко под землю и внезапно обрывается.;J'ai pu créer une carte détaillée du réseau de cavernes et des couches superposées de calcaire. J'ai extrait l'itinéraire du ver, depuis le lieu où nous l'avons vu pour la dernière fois. L'itinéraire s'enfonce profondément sous terre puis disparaît tout à coup.;Mir ist es gelungen, eine detaillierte Karte der Suprastruktur des tieferliegenden Grottensystems anzufertigen, inklusive der Kalksteinschichten dazwischen. Ich habe den Weg des Wurms extrahiert, indem ich ihn von dem Standort zurückverfolgt habe, an dem wir ihn zuletzt gesehen haben. Die Spur führt sehr tief unter Tage und hört dann plötzlich auf.;He conseguido crear un mapa detallado de la superestructura subyacente del sistema de cavernas y las capas de caliza entrelazadas. He extraído el camino del gusano, lo he rastreado hasta el punto donde lo vimos por última vez. El rastro lleva bajo tierra, a grandísima profundidad, y de repente se interrumpe.;Eu pude criar um mapa detalhado da superestrutura do sistema de cavernas interior e das camadas interligadas de calcário macio. Eu isolei o percurso da Larva, rastreando a partir do ponto em que a vimos pela última vez. A trilha desce bastante até ser interrompida abruptamente.;我成功地绘制了地下洞穴系统的详细地图，以及交织的软石层。通过追踪上一次遇到它的位置，我提取了蠕虫的路径。这条路径深入地下，并突然中断了。;深部の洞窟網の超構造と、それに絡まる柔らかい石灰岩層の詳細なマップを作ることに成功した。それから、ワームと最後に遭遇した場所から辿って、その通り道を解析することもできた。これはかなり深いところまで伸びて、突如として途切れている。;지하 동굴계의 상부 구조와 연약한 석회암층이 얽힌 것을 자세하게 지도로 등록할 수 있었습니다. 저희가 벌레와 만났던 장소를 추적해서 벌레의 경로를 알아냈습니다. 경로는 깊은 지하로 이어지다가 갑자기 단절됐습니다.
DIALOG/story/dlc_2/ashley_outpost_stage_2_return_03;What? Do you mean like in the Anoryx chamber that we met it in last time?;Co? Tak jak w Anoryxowej komnacie, w któej spotaliśmy go ostatnio?;Как это? Как в пещере с анориксом, где мы в прошлый раз с ним встречались?;Quoi ? Tu veux dire comme dans la cavité d'anoryx où on l'a vu la dernière fois ?;Was? So wie in der Anoryx-Kammer, wo wir ihn das letzte Mal angetroffen haben?;¿Qué? ¿En la cámara de anoryx en la que lo vimos por última vez?;Como assim? Você está falando de outra câmara de Anoryx, como aquela onde vimos a Larva da última vez?;什么？你是指我们上次在阿诺历克斯密室里遇到它的情况吗？;何ですって？私たちが最後に遭遇した時のアノリクス洞穴みたいに？;뭐? 아노릭스방 같은 게 있다는 소리야?
DIALOG/story/dlc_2/mech_outpost_stage_2_return_03;"Yes, very similar. All of the readings that we gathered stopped around a spherical ""dead zone"" deep underground. I think that it is safe to assume that the Anoryx Worm is resting there.";"Tak, bardzo podobne. Wszystkie odczyty, które zebraliśmy, zatrzymały się wokół kulistej ""martwej strefy"" głęboko pod ziemią. Myślę, że można bezpiecznie założyć, że spoczywa tam Czerw.";Да, очень похоже. Все собранные данные обрываются вокруг сферической «мертвой зоны» глубоко в недрах. Разумно предположить, что там и прячется анориксовый червь.;Oui, à peu près. Toutes les données que nous avons recueillies s'arrêtent près d'une zone morte sphérique en profondeur. Nous pouvons donc supposer que le ver d'anoryx s'y trouve.;Ja, so ungefähr. Rund um eine sphärische „Todeszone“ tief unter der Erde gab es keine Messdaten, die wir hätten sammeln können. Ich denke, der Anoryx-Wurm wird sich dort ausruhen.;Sí, en algo muy parecido. Las lecturas se detienen alrededor de una «zona muerta» esférica bajo tierra y a gran profundidad. Creo que podemos asumir que el gusano del anoryx descansa ahí.;Sim, é bem parecida. Todas as leituras coletadas são interrompidas perto de uma zona morta bastante profunda. Acho que podemos supor que a Larva Anoryx esteja descansando lá.;是的，非常相似。我们收集到的所有读数都在一个深入地下的球形“死区”附近停止。我认为可以肯定地假设阿诺历克斯蠕虫正在那里休息。;ああ、かなり似ているな。我々検出できたすべてのデータは、地中深くの球状の「デッドゾーン」で止まっている。おそらく、アノリクス・ワームはそこに休んでいると考えて間違いないだろう。;"네, 비슷합니다. 저희가 수집한 모든 신호가 지하 깊은 곳에 있는 구 모양의 ""데드 존"" 주위에서 멈춰버렸습니다. 아노릭스 벌레가 거기서 쉬고 있다고 봐도 무방하죠."
DIALOG/story/dlc_2/ashley_outpost_stage_2_return_04;That sounds very plausible, but can we get there before it leaves? Can you navigate the mining drill to that location?;Brzmi to bardzo prawdopodobnie, ale czy uda nam się tam dotrzeć, zanim odjedzie? Czy można pokierować wiertłem górniczym do tego miejsca?;Звучит правдоподобно, но успеем ли мы туда добраться, прежде чем он уйдет? Сможешь направить туда буровой лифт?;Ça semble très plausible, mais est-ce qu'on peut atteindre cette cavité avant qu'il s'en aille ? Tu peux amener l'ascenseur minier là-bas ?;Das klingt plausibel, aber können wir dorthin gelangen, bevor er verschwindet? Kannst du das Minenförderwerk an die Stelle navigieren?;Suena muy plausible, ¿pero llegaremos antes de que se vaya? ¿Puedes dirigir el ascensor minero a esa ubicación?;Parece bastante plausível. Podemos chegar lá antes que ela vá embora? Você pode direcionar o Elevador de Mineração nessa direção?;听起来非常有可能，但我们能否在它离开之前到达那里？你能把采矿钻机导航到那个位置吗？;それはかなり信憑性がありそうだけど、ワームが逃げる前にそこまで辿り着ける？採掘ドリルをその地点まで操作することができる？;그럴싸한데, 우리가 거기로 갈 수 있는 거야? 채굴 드릴을 거기로 가동할 수 있어?
DIALOG/story/dlc_2/mech_outpost_stage_2_return_04;Yes and no. I was able to map a number of possible paths through the solid rock superstructure. However, we will have to drill through numerous rock layers. Neither my mechasuit, nor the mining drill sensors are capable of dynamic path tracing through such a complex environment.;Tak i nie. Udało mi się wyznaczyć kilka możliwych ścieżek przez litą skalną nadbudowę. Jednak będziemy musieli przewiercić się przez wiele warstw. Ani mój procesor, ani czujniki wiertła górniczego nie są zdolne do dynamicznego wyznaczania ścieżek przez tak złożone środowisko.;И да, и нет. Я рассчитал несколько возможных путей сквозь структуру твердого камня. Но нам придется пробурить несколько разных слоев. Ни меха-костюм, ни датчики бура не могут обеспечить динамическую навигацию в такой сложной среде.;Oui et non. J'ai pu cartographier plusieurs itinéraires possibles à travers la superstructure en roche dure. Cependant, nous devrons forer sur plusieurs couches de roche. Ni le mecha ni les capteurs de l'ascenseur minier ne peuvent tracer un itinéraire dynamique dans un environnement aussi complexe.;Ja und nein. Ich konnte einige mögliche Wege durch die feste Felssuprastruktur kartieren. Aber wir müssen durch zahlreiche Felsschichten bohren. Weder mein Mecha-Anzug noch die Sensoren des Minenförderwerks sind in der Lage, den Weg durch eine so komplexe Umgebung dynamisch zu verfolgen.;Sí y no. He conseguido mapear posibles caminos a través de la estructura de roca sólida. Sin embargo, tendríamos que atravesar varias capas de roca. Ni mi traje mecánico ni los sensores del ascensor minero son capaces de rastrear un camino dinámico en un entorno tan complejo.;Sim e não. Eu pude mapear um número de caminhos possíveis através da superestrutura de rocha compacta. No entanto, será preciso escavar muitas camadas rochosas. Nem o Traje Mecânico, nem os sensores do Elevador de Mineração são capazes de traçar um caminho dinâmico através de um ambiente tão complexo.;可以和不能。我能够绘制出通过实体岩石超结构的许多可能路径。然而，我们必须钻透许多岩层。我的机甲和采矿钻机传感器都无法在如此复杂的环境中进行动态路径跟踪。;できるとも、できないとも言えるな。硬い岩の超構造を通り抜ける道筋を何個か特定することはできた。しかし、これには幾つもの岩層を掘り進むことが必要とされる。私のメカスーツも、採掘ドリルのセンサーも、このように複雑な環境を進むための変化に富んだルートを辿ることはできない。;네 그리고 아니요. 단단한 바위 상부 구조를 통한 경로를 지도화할 수 있었어요. 하지만, 다수의 바위층을 뚫고 지나가야 합니다. 제 메카 수트나 채굴 드릴 센서는 그렇게 복잡한 환경을 뚫고 지나가는 경로를 감당할 수 없습니다.
DIALOG/story/dlc_2/ashley_outpost_stage_2_return_05;We can work around that. If we can build a network of seismic laboratories and interconnect them with a pipeline ring that's filled with stabilization fluid, then we could use that structure as a vast seismic wave antenna. We could then relay that data to the mining drill in real time and use that to navigate.;Możemy to obejść. Jeśli zbudujemy sieć laboratoriów sejsmicznych i połączymy je pierścieniem rurociągów wypełnionych płynem stabilizującym, to będziemy mogli wykorzystać tę strukturę jako ogromną antenę na fale sejsmiczne. Moglibyśmy wtedy przekazywać te dane do wiertła górniczego w czasie rzeczywistym i użyć ich do nawigacji.;Мы можем обойти это ограничение. Если мы построим сеть сейсмических лабораторий и соединим их кольцевым трубопроводом, заполненным стабилизационной жидкостью, мы сможем использовать эту систему как огромную сейсмическую антенну и в реальном времени предавать данные с нее на бур для навигации.;On peut contourner le problème. Si on construit un réseau de laboratoires sismiques et qu'on les relie avec un anneau de pipelines rempli de liquide de stabilisation, on pourrait utiliser cette structure comme une grande antenne à vagues sismiques. On pourrait ensuite transmettre les données à l'ascenseur minier en temps réel, ce qui nous aiderait à nous diriger.;Das können wir umgehen. Wenn wir ein Netzwerk seismischer Labors einrichten und sie mit einem Pipelinekreis verbinden können, der mit Stabilisierungsflüssigkeit gefüllt ist, dann könnten wir diese Konstruktion als riesige Antenne für seismische Wellen nutzen. Dann könnten wir in Echtzeit diese Daten an das Minenförderwerk übertragen und sie für die Navigation verwenden.;Ya veremos cómo hacerlo. Si construimos una red de laboratorios sísmicos y los interconectamos con un anillo de tuberías lleno de líquido de estabilización, podemos usar la estructura como una gran antena de ondas sísmicas. Así podríamos enviar los datos al ascensor minero en tiempo real y usarlo para navegar.;Isso é contornável. Se construirmos uma rede de Laboratórios Sísmicos e interconectá-los com um anel de tubulação abastecido com fluido estabilizador, poderemos usar essa estrutura como uma grande antena de ondas sísmicas. Os dados gerados seriam retransmitidos para o Elevador de Mineração em tempo real e nós poderíamos navegar.;我们可以解决这个问题。如果我们可以建立一个地震实验室网络，并用稳定流体填充一个管道环，那么我们可以将这个结构用作巨大的地震波天线。然后，我们可以将这些数据实时传输到采矿钻机，用于导航。;それはきっとなんとかなるわ。もし地震ラボを何箇所かに設置して、安定流動剤で満たしたパイプラインで繋げることができれば、巨大な地震波アンテナとして使えるはずよ。そしたら、そのデータを採掘ドリルにリアルタイムで転送して、ナビゲーションに使えるわ。;할 수 있어. 지진 실험실의 네트워크를 만들고 안정화된 액체로 채워진 파이프라인 고리로 상호 연결하면 상부 구조를 방대한 지진파 안테나로 써먹을 수 있을 거야. 그러면 그 데이터를 채굴 드릴로 실시간 전송해서 길을 찾아나갈 수 있겠지.
DIALOG/story/dlc_2/mech_outpost_stage_2_return_05;That could work, but it would also require a powerful data center to process all of the incoming data at sufficient speed. Difficult, but doable.;Mogłoby to zadziałać, ale wymagałoby to również potężnego centrum danych do przetwarzania wszystkich przychodzących danych z wystarczającą prędkością. Trudne, ale możliwe do wykonania.;Это может сработать, но тогда нам понадобится мощный центр обработки данных, способный делать это с достаточной скоростью. Сложно, но возможно.;Ça pourrait fonctionner, mais il nous faudrait également un puissant centre de données pour traiter toutes les données entrantes assez rapidement. C'est difficile, mais faisable.;Das könnte klappen, aber dafür bräuchten wir auch ein leistungsstarkes Rechenzentrum, das alle eingehenden Daten schnell genug verarbeitet. Schwierig, aber machbar.;Podría funcionar, pero también necesitaríamos un potente centro de datos para procesar toda la información entrante a suficiente velocidad. Es complicado, pero factible.;Isso pode funcionar, mas seria preciso um centro de dados poderoso para processar toda essa informação em alta velocidade. É difícil, mas é possível.;这可能行得通，但也需要一个强大的数据中心以足够的速度处理所有传入的数据。困难，但可行。;それは理論上可能だが、入ってくるデータを十分なスピードで処理できる強力なデータセンターが必要だ。難しいが、できないことはないだろう。;가능하지만, 충분한 속도로 데이터를 처리할 수 있는 강력한 데이터 센터가 필요할 겁니다. 어렵지만 가능하죠.
DIALOG/story/dlc_2/ashley_outpost_stage_2_return_06;Alright then, there's no time to waste. Let's get to work.;W porządku, nie ma czasu do stracenia. Bierzmy się do pracy.;Тогда не будем терять времени. За работу.;Pas de temps à perdre, alors. Mettons-nous au travail.;Also gut. Wir haben keine Zeit zu verlieren. Machen wir uns an die Arbeit.;Bien, pues no perdamos tiempo. ¡Al lío!;Então vamos, não há tempo a perder. Ao trabalho.;那么，没有时间可以浪费。让我们开始工作。;よーし、じゃあ、時間を無駄にしている場合じゃないわね。早速取り掛かりましょう。;좋았어. 그럼, 시간 낭비하지 말자. 바로 시작하자.
DIALOG/story/dlc_2/mech_outpost_stage_2_site_1_01;Seismic Laboratory at construction site A has finished building.;Laboratorium sejsmiczne A ukończone.;Строительство сейсмической лаборатории в точке A завершено.;Construction du laboratoire sismique au site A terminée.;Die Errichtung des seismischen Labors am Standort A ist abgeschlossen.;Fin de construcción de laboratorio sísmico en zona de obra A.;Construção do Laboratório Sísmico no local A concluída.;建筑工地A的地震实验室已经建成。;サイトAの地震ラボ建設完了。;A 건설 지점 내 지진 실험실의 건설이 완료되었습니다.
DIALOG/story/dlc_2/mech_outpost_stage_2_site_2_01;Seismic Laboratory at construction site B has finished building.;Laboratorium sejsmiczne B ukończone.;Строительство сейсмической лаборатории в точке B завершено.;Construction du laboratoire sismique au site B terminée.;Die Errichtung des seismischen Labors am Standort B ist abgeschlossen.;Fin de construcción de laboratorio sísmico en zona de obra B.;Construção do Laboratório Sísmico no local B concluída.;建筑工地B的地震实验室已经建成。;サイトBの地震ラボ建設完了。;B 건설 지점 내 지진 실험실의 건설이 완료되었습니다.
DIALOG/story/dlc_2/mech_outpost_stage_2_site_3_01;Seismic Laboratory at construction site C has finished building.;Laboratorium sejsmiczne C ukończone.;Строительство сейсмической лаборатории в точке C завершено.;Construction du laboratoire sismique au site C terminée.;Die Errichtung des seismischen Labors am Standort C ist abgeschlossen.;Fin de construcción de laboratorio sísmico en zona de obra C.;Construção do Laboratório Sísmico no local C concluída.;建筑工地C的地震实验室已经建成。;サイトCの地震ラボ建設完了。;C 건설 지점 내 지진 실험실의 건설이 완료되었습니다.
DIALOG/story/dlc_2/mech_outpost_stage_2_site_4_01;Seismic Laboratory at construction site D has finished building.;Laboratorium sejsmiczne D ukończone.;Строительство сейсмической лаборатории в точке D завершено.;Construction du laboratoire sismique au site D terminée.;Die Errichtung des seismischen Labors am Standort D ist abgeschlossen.;Fin de construcción de laboratorio sísmico en zona de obra D.;Construção do Laboratório Sísmico no local D concluída.;建筑工地D的地震实验室已经建成。;サイトDの地震ラボ建設完了。;D 건설 지점 내 지진 실험실의 건설이 완료되었습니다.
DIALOG/story/dlc_2/ashley_outpost_stage_2_seismic_connect_01;This lab is going to be functional as soon as we provide it with power and stabilization fluid, however, we have to remember that we need to connect all of the stabilization pipelines into a single network.;Laboratorium zacznie funkcjonować, gdy tylko dostarczymy mu prąd i płyn stabilizujący, jednak musimy pamiętać, że musimy połączyć wszystkie rurociągi stabilizujące w jedną sieć.;Лаборатория начнет функционировать, как только мы подадим на нее достаточно энергии и стабилизационной жидкости. Но нужно не забывать, что мы должны объединить все трубопроводы в единую сеть стабилизации.;Ce laboratoire sera opérationnel dès qu'on l'aura alimenté en énergie et en liquide de stabilisation, mais on ne doit pas oublier de relier tous les pipelines à un seul réseau.;Sobald wir dieses Labor mit Strom und Stabilisierungsflüssigkeit versorgen, kann es in Betrieb genommen werden. Wir dürfen aber nicht vergessen, dass wir alle Stabilisierungspipelines zu einem einzigen Netzwerk verbinden müssen.;El laboratorio será funcional en cuanto le suministremos energía y líquido de estabilización. No se nos puede olvidar conectar todas las tuberías de estabilización a una sola red.;O Laboratório estará operante assim que fornecermos a energia e o fluido estabilizador. Vale a pena lembrar que precisamos conectar toda a tubulação estabilizadora a uma única rede.;只要我们提供电力和稳定流体，这个实验室就能够运转，不过，我们必须记住需要将所有稳定化管道连接成单一网络。;このラボは電力と安定流動剤を供給すれば直ぐ使えるようになるわ。でも、全ての安定化パイプラインをひとつながりのネットワークにする必要があるけどね。;이 실험실에 전력과 안정화 액체만 공급해 준다면 작동할 거야. 근데, 모든 안정화 파이프라인을 하나의 네트워크로 연결해야 돼.
DIALOG/story/dlc_2/ashley_outpost_stage_2_seismic_connect_02;We've constructed the necessary Seismic Laboratories, but we still have to connect all of the stabilization pipelines into a single network in order to complete this objective.;Zbudowaliśmy niezbędne Laboratoria Sejsmiczne, ale musimy jeszcze połączyć wszystkie rurociągi stabilizacyjne w jedną sieć, aby ukończyć nasz cel.;Мы построили все необходимые сейсмические лаборатории, но для достижения результата нам еще нужно объединить все стабилизационные трубопроводы в единую сеть.;On a construit les laboratoires sismiques qu'il nous fallait, mais on doit encore relier tous les pipelines à un seul réseau pour atteindre notre objectif.;Wir haben die notwendigen seismischen Labors errichtet, aber wir müssen noch alle Stabilisierungspipelines zu einem einzigen Netzwerk verbinden, damit wir diese Aufgabe erfüllen können.;Hemos construido los laboratorios sísmicos necesarios, pero aún tenemos que conectar las tuberías de estabilización a una sola red para completar este objetivo.;Nós construímos os Laboratórios Sísmicos necessários, mas ainda precisamos conectar toda a tubulação estabilizadora a uma única rede para concluir este objetivo.;我们已经建造了必要的地震实验室，但我们仍然需要将所有的稳定化管道连接成单一网络以完成这个目标。;必要な地震ラボの建設が終わったわ。でも、この目標を完了させるには、全ての安定化パイプラインを繋げて、ひとつのネットワークにする必要があるけどね。;우리한테 필요한 지진 실험실은 완성됐는데 이 목표를 완수하려면 모든 안정화 파이프라인을 하나의 네트워크로 연결해야 돼.
DIALOG/story/dlc_2/mech_outpost_stage_2_ai_cores_01;Ashley, we have built up the necessary AI core infrastructure. We have enough processing power to navigate the mining drill through the cave superstructure.;Ashley, zbudowaliśmy niezbędną infrastrukturę AI. Mamy wystarczającą moc obliczeniową, by nawigować wiertłem górniczym przez struktury jaskini.;Эшли, мы построили инфраструктуру ИИ-ядер достаточного масштаба. У нас хватит вычислительной мощности, чтобы провести бур сквозь структуру пещер.;Ashley, nous avons construit le noyau d'IA requis. Nous avons assez de capacité de traitement pour diriger l'ascenseur minier dans la superstructure souterraine.;Ashley, wir haben die notwendige Infrastruktur für den KI-Kern aufgezogen. Es steht uns ausreichend Rechenleistung zur Verfügung, um das Minenförderwerk durch die Suprastruktur der Höhle zu navigieren.;Ashley, hemos construido la infraestructura de núcleos de IA necesaria. Tenemos suficiente potencia de procesamiento para guiar al ascensor minero por la superestructura de la cueva.;Ashley, nós construímos a infraestrutura necessária de Núcleos de IA. Agora, temos poder de processamento suficiente para guiar o Elevador de Mineração pela superestrutura da caverna.;阿雪莉，我们已经建立必要的人工智能基础设施。我们有足够的处理能力来通过洞穴超结构来导航采矿钻机。;アシュリー、必要なAIコアインフラを作り終わったぞ。これで、洞窟の超構造を採掘ドリルに掘り進ませられるだけの処理力が備わったわけだ。;애슐리, 저희한테 필요한 AI 코어 시설을 건설했습니다. 동굴의 상부 구조를 뚫고 갈 채굴 드릴을 가동할 때 필요한 처리 전력도 충분합니다.
DIALOG/story/dlc_2/ashley_outpost_stage_2_drill_construction_01;We've built up all of the seismic navigation infrastructure. We can move on to building the final Mining Drill station. Mr. Riggs, can you mark the best location to place the drill?;Zbudowaliśmy całą infrastrukturę do nawigacji sejsmicznej. Możemy przejść do budowy ostatniej stacji wiertniczej. Panie Riggs, czy może pan zaznaczyć najlepsze miejsce do umieszczenia wiertła?;Мы построили всю сейсмонавигационную инфраструктуру. Можно переходить к строительству буровой станции. Мистер Ригз, можешь отметить лучшее место для установки бура?;On a construit toute l'infrastructure de navigation sismique. On peut maintenant s'occuper de l'ascenseur minier. M. Riggs, tu peux indiquer le meilleur endroit pour le construire ?;Wir haben die gesamte seismische Navigationsinfrastruktur aufgebaut. Jetzt können wir mit dem Bau der letzten Minenförderwerkstation beginnen. Mr. Riggs, kannst du die beste Stelle für den Bohrer markieren?;Hemos construido toda la infraestructura de navegación sísmica. Podemos pasar a construir la estación final del ascensor minero. Sr. Riggs, ¿puedes marcar la mejor ubicación para colocar el ascensor?;Nós já levantamos toda a infraestrutura de navegação sísmica. Agora, podemos nos concentrar na última estação do Elevador de Mineração. Sr. Riggs, você pode marcar a melhor posição para a broca?;我们已经建设好了所有的地震导航基础设施。现在我们可以着手修建最后的采矿钻井站了。里格斯先生，请你标出最佳放置钻井的位置好吗？;全ての地底ナビゲーションインフラが整ったわ。これで、採掘ドリルステーションの建設に移れるわね。ミスター・リグス、ドリルを設置するのに最適な場所をマークしてくれる？;지진 항법 시설을 전부 만들었네. 이제 채굴 드릴 스테이션으로 넘어갈 수 있어. 릭스, 드릴을 배치할 최적의 장소를 표시할 수 있지?
DIALOG/story/dlc_2/mech_outpost_stage_2_drill_construction_01;Affirmitive. I have marked the location on your map.;Potwierdzam. Zaznaczyłem miejsce na twojej mapie.;Подтверждаю. Я отметил местоположение на карте.;Affirmatif. J'ai indiqué la localisation sur ta carte.;Bestätigt. Ich habe die Position auf deiner Karte markiert.;Afirmativo. He marcado la ubicación en el mapa.;Afirmativo. A localização foi marcada no mapa.;是的。我在你的地图上标出了那个位置。;了解。適切なロケーションを君のマップ上に記しておいた。;네. 지도에 위치를 표시해 놨습니다.
DIALOG/story/dlc_2/mech_outpost_stage_2_drill_construction_02;Mining Drill construction in progress.;Budowa Windy Górniczej w toku.;Строительство бурового лифта в процессе.;Construction de l'ascenseur minier en cours.;Minenförderwerk befindet sich im Bau.;Construcción de ascensor minero en curso.;Construção do Elevador de Mineração em andamento.;采矿钻机正在建设中。;採掘ドリルの建設中。;채굴 드릴 건설 중.
DIALOG/story/dlc_2/mech_outpost_stage_2_drill_defend_01;Warning. I am detecting multiple enemy swarms digging through the caves towards us.;Ostrzeżenie. Wykrywam rój wrogów przekopujący się przez jaskinie w naszą stronę.;Внимание. Фиксирую несколько вражеских стай, прорывающихся сквозь пещеры в нашем направлении.;Danger. Je détecte plusieurs hordes ennemies qui se dirigent vers nous depuis les cavernes.;Achtung. Ich orte mehrere feindliche Schwärme, die sich durch die Höhlen zu uns durchgraben.;Advertencia. Detecto múltiples enjambres de enemigos excavando las cuevas hacia nosotros.;Aviso! Múltiplas hordas inimigas foram detectadas escavando à nossa frente.;警告！我探测到有多个敌人虫群正在挖掘穿过洞穴向我们袭来。;気をつけろ。幾つかの敵の群れが我々の方に向かって洞窟を掘り進めている。;경고. 동굴을 통해 저희 쪽으로 다가오는 다수의 적 무리를 감지했습니다.
DIALOG/story/dlc_2/ashley_outpost_stage_2_drill_defend_01;Our outpost has grown significantly in size and it's making a lot of noise underground. No wonder the local creatures want to get rid of us.;Nasz posterunek znacznie się powiększył i robi pod ziemią sporo hałasu. Nic dziwnego, że lokalne stworzenia chcą się nas pozbyć.;Наш аванпост значительно разросся и создает много шума, привлекая внимание. Неудивительно, что местные твари хотят от нас избавиться.;Notre avant-poste est devenu beaucoup plus gros et est très bruyant. Ça ne m'étonne pas que la faune locale veuille se débarrasser de nous.;Unser Außenposten ist sehr viel größer geworden und macht unter der Erde viel Lärm. Kein Wunder, dass die hiesigen Kreaturen uns loswerden wollen.;Nuestro puesto remoto ha aumentado significativamente de tamaño y está haciendo mucho ruido bajo tierra. No me extraña que las criaturas de la zona quieran deshacerse de nosotros.;Nosso Posto Avançado cresceu significativamente e está fazendo muito barulho no subsolo. Não me surpreende que as criaturas locais queiram se livrar de nós.;我们的哨站已经显著扩张，并且在地下发出很多噪音。难怪当地的生物想要把我们赶走。;私たちの前哨基地はかなり大きくなって、地下で雑音を放ってる。ここの生物が私たちを消し去りたいと思っても不思議じゃないわよ。;우리 전초기지는 크기 면에서 엄청나게 성장한 만큼 소음도 많이 발생되고 있어. 지역 생명체들이 이러는 게 당연하지.
DIALOG/story/dlc_2/mech_outpost_stage_2_drill_defend_02;This is going to be the strongest attack to date. We have to prepare strong defenses around the entire base.;To będzie najsilniejszy atak do tej pory. Musimy przygotować solidną obronę wokół całej bazy.;Это будет самая мощная атака за всю историю. Нужно подготовить крепчайшую оборону по всему периметру.;Cette attaque sera la plus importante jusqu'à présent. Nous devons préparer des défenses solides tout autour de la base.;Das wird der heftigste Angriff bislang. Wir müssen starke Abwehranlagen um die gesamte Basis vorbereiten.;Va a ser el ataque más fuerte que hemos vivido. Tenemos que preparar unas buenas defensas por toda la base.;Este será o ataque mais forte até hoje. Precisamos preparar defesas fortes ao redor de toda a base.;这将是迄今为止最强大的攻击。我们必须在整个基地周围做好强大的防御准备。;これまでで最大の攻撃になるぞ。基地全体に強力な防衛を敷かなければならない。;역대급으로 가장 강력한 공격이 될 겁니다. 기지 주위에 강력한 방어선을 구축해야 합니다.
DIALOG/story/dlc_2/ashley_outpost_stage_2_drill_defend_02;Protecting the entire seismic laboratory network is going to be a challenge. Let's try to funnel the attackers into smaller kill zones and concentrate our defenses in these areas.;Ochrona całej sieci laboratoriów sejsmicznych będzie wyzwaniem. Postarajmy się skierować napastników do niewielkich stref i w tych miejscach skoncentrować naszą obronę.;Защитить сеть наших сейсмических лабораторий будет непросто. Попробуем направить нападающих в маленькие зоны концентрированного огня, где и сосредоточим оборону.;Ça ne va pas être facile de protéger tout le réseau de laboratoires sismiques. Essayons de guider les ennemis dans de plus petites zones et de concentrer nos défenses à ces endroits-là.;Das wird ganz und gar nicht einfach, das gesamte Netzwerk des seismischen Labors zu schützen. Versuchen wir doch, die Angreifer in kleinere Todeszonen zu drängen und unsere Abwehranlagen dort zu konzentrieren.;Proteger toda la red de laboratorios sísmicos va a ser complicado. Vamos a intentar dirigir a los atacantes a zonas de eliminación más pequeñas y a concentrar nuestras defensas en ellas.;Proteger toda a rede de Laboratórios Sísmicos será um desafio. Vamos tentar afunilar os inimigos em pequenas zonas e concentrar as nossas defesas nelas.;保护整个地震实验室网络将是一项挑战。让我们试图将攻击者引导到更小的杀伤区域，并集中我们的防御力量在这些区域。;地震ラボのネットワーク全体を守るのは難しいわ。襲撃してくる奴らを小さなエリアに誘い込んで、私たちの防衛をそこに集中させましょう。;지진 실험실 네트워크 전체를 방어하는 게 까다로울 거야. 녀석들을 작은 구역으로 몰아넣고 이 지역의 방어에 집중하자.
DIALOG/story/dlc_2/mech_outpost_stage_2_drill_finished_01;The Mining Drill is operational. We can start preparing to go underground.;Wiertło górnicze jest gotowe do pracy. Możemy rozpocząć przygotowania do zjazdu pod ziemię.;Буровой лифт готов к работе. Можем начать подготовку к спуску.;L'ascenseur minier est opérationnel. Nous pouvons nous préparer à nous enfoncer un peu plus.;Das Minenförderwerk ist einsatzbereit. Wir können mit den Vorbereitungen beginnen, unter Tage zu gehen.;El ascensor minero ya está operativo. Podemos iniciar las preparaciones para meternos bajo tierra.;O Elevador de Mineração está operante. Podemos nos preparar para descer.;采矿钻机已经开始运转。我们可以开始准备下地了。;採掘ドリルを稼動できるぞ。下に向かう準備を整えよう。;채굴 드릴 가동 중. 지하로 들어갈 대비를 할 수 있습니다.
