;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
resource_name/specimen_stregaros;${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros};${resource_name/specimen} - ${monster_name/stregaros}
resource_name/specimen_stregaros_alpha;${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha};${resource_name/specimen} - ${monster_name/stregaros_alpha}
resource_name/specimen_stregaros_ultra;${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra};${resource_name/specimen} - ${monster_name/stregaros_ultra}
resource_name/specimen_sulphorit;${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit};${resource_name/specimen} - ${monster_name/sulphorit}
resource_name/specimen_sulphorit_alpha;${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha};${resource_name/specimen} - ${monster_name/sulphorit_alpha}
resource_name/specimen_sulphorit_ultra;${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra};${resource_name/specimen} - ${monster_name/sulphorit_ultra}
resource_name/specimen_vathamite;${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite};${resource_name/specimen} - ${monster_name/vathamite}
resource_name/specimen_vathamite_alpha;${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha};${resource_name/specimen} - ${monster_name/vathamite_alpha}
resource_name/specimen_vathamite_ultra;${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra};${resource_name/specimen} - ${monster_name/vathamite_ultra}
resource_name/specimen_venomine;${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine};${resource_name/specimen} - ${monster_name/venomine}
resource_name/specimen_venomine_alpha;${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha};${resource_name/specimen} - ${monster_name/venomine_alpha}
resource_name/specimen_venomine_ultra;${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra};${resource_name/specimen} - ${monster_name/venomine_ultra}
resource_name/specimen_vesaurus;${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus};${resource_name/specimen} - ${monster_name/vesaurus}
resource_name/specimen_vesaurus_alpha;${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha};${resource_name/specimen} - ${monster_name/vesaurus_alpha}
resource_name/specimen_vesaurus_ultra;${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra};${resource_name/specimen} - ${monster_name/vesaurus_ultra}
resource_name/specimen_morirot;${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot};${resource_name/specimen} - ${monster_name/morirot}
resource_name/specimen_morirot_alpha;${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha};${resource_name/specimen} - ${monster_name/morirot_alpha}
resource_name/specimen_morirot_ultra;${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra};${resource_name/specimen} - ${monster_name/morirot_ultra}
resource_name/specimen_zorant;${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant};${resource_name/specimen} - ${monster_name/zorant}
resource_name/specimen_zorant_alpha;${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha};${resource_name/specimen} - ${monster_name/zorant_alpha}
resource_name/specimen_zorant_ultra;${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra};${resource_name/specimen} - ${monster_name/zorant_ultra}
resource_name/specimen_bush_ray_flower;${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower};${resource_name/specimen} - ${prop_name/bush_ray_flower}
resource_name/specimen_cactus_fuzzball_red;${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red};${resource_name/specimen} - ${prop_name/cactus_fuzzball_red}
resource_name/specimen_cactus_fuzzball_violet;${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet};${resource_name/specimen} - ${prop_name/cactus_fuzzball_violet}
resource_name/specimen_cactus_fuzzball_green;${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green};${resource_name/specimen} - ${prop_name/cactus_fuzzball_green}
resource_name/specimen_cactus_pear_pink;${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink};${resource_name/specimen} - ${prop_name/cactus_pear_pink}
resource_name/specimen_cactus_pear_orange;${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange};${resource_name/specimen} - ${prop_name/cactus_pear_orange}
resource_name/specimen_cactus_pear_green;${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green};${resource_name/specimen} - ${prop_name/cactus_pear_green}
resource_name/specimen_cactus_pear_black;${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black};${resource_name/specimen} - ${prop_name/cactus_pear_black}
resource_name/specimen_cactus_pear_purple;${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple};${resource_name/specimen} - ${prop_name/cactus_pear_purple}
resource_name/specimen_cactus_yellowtooth_green;${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_green}
resource_name/specimen_cactus_yellowtooth_yellow;${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_yellow}
resource_name/specimen_cactus_yellowtooth_red;${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red};${resource_name/specimen} - ${prop_name/cactus_yellowtooth_red}
resource_name/specimen_tree_blossomed_violet;${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet};${resource_name/specimen} - ${prop_name/tree_blossomed_violet}
resource_name/specimen_tree_blossomed_pink;${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink};${resource_name/specimen} - ${prop_name/tree_blossomed_pink}
resource_name/specimen_tree_blossomed_orange;${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange};${resource_name/specimen} - ${prop_name/tree_blossomed_orange}
resource_name/specimen_mushroom_bulb_acid_orange;${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_orange}
resource_name/specimen_mushroom_bulb_acid_black;${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_black}
resource_name/specimen_mushroom_bulb_acid_red;${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_red}
resource_name/specimen_mushroom_bulb_acid_pink;${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_pink}
resource_name/specimen_mushroom_bulb_acid_yellow;${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow};${resource_name/specimen} - ${prop_name/mushroom_bulb_acid_yellow}
resource_name/specimen_mushroom_lumio_blue;${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue};${resource_name/specimen} - ${prop_name/mushroom_lumio_blue}
resource_name/specimen_mushroom_lumio_orange;${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange};${resource_name/specimen} - ${prop_name/mushroom_lumio_orange}
resource_name/specimen_mushroom_lumio_green;${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green};${resource_name/specimen} - ${prop_name/mushroom_lumio_green}
resource_name/specimen_mushroom_pearls_violet;${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet};${resource_name/specimen} - ${prop_name/mushroom_pearls_violet}
resource_name/specimen_mushroom_pearls_green;${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green};${resource_name/specimen} - ${prop_name/mushroom_pearls_green}
