;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_3/ashley_outpost_stage_3_ending_02;This fungus is spanning under the entire Fungal Swamp biome. The Great Mushroom Tree is the largest fruit body that we have seen, but we should be able to gather more Resin from smaller specimens that have not been attacked by Darkthorn. We can then transport it here through Liquid Compressors and Decompressors. Can you scan for an area that could potentially contain some younger Resin Trees? ;Grzyb ten rozpościera się pod całym biomem Grzybowych Bagien. Wielkie Grzybowe Drzewo jest największym owocnikiem, jaki widzieliśmy, ale powinniśmy być w stanie zebrać więcej żywicy z mniejszych okazów, które nie zostały zaatakowane przez Złociernie. Następnie możemy przetransportować ją tutaj za pomocą kompresorów i dekompresorów cieczy. Czy możesz poszukać obszaru, w którym mogą znajdować się młodsze drzewa żywiczne?;Этот грибок растет под землей по всему болоту. Грибное древо — самое большое плодовое тело, которое мы нашли, но мы наверняка можем собрать достаточно смолы в отростках поменьше, до которых не добрались черные лианы. А сюда ее доставим с помощью компрессоров и декомпрессоров жидкости. Можешь просканировать местность? Нужно найти молодые деревья. ;Ce champignon s’étend entièrement sous le biome du Marais fongique. Le grand arbre champignon est l’organe le plus grand que nous avons pu observer, mais nous devrions pouvoir récolter davantage de résine à partir des plus petits spécimens que les sombrépines ont épargné. On pourrait ensuite transporter cette résine jusqu’ici grâce à des compresseurs et des décompresseurs de liquides. Pourrais-tu scanner une zone pouvant potentiellement contenir des jeunes arbres à résine ? ;Dieser Pilz erstreckt sich unter dem gesamten Pilzsumpf-Biom. Der große Pilzbaum ist der größte Fruchtkörper, den wir gesehen haben, aber wir sollten mehr Harz von kleineren Exemplaren, die der Dunkeldorn noch nicht angegriffen hat, sammeln können. Wir können es über Flüssigkeitskompressoren und -dekompressoren hierher transportieren. Kannst du nach einem möglichen Bereich mit jüngeren Harzbäumen scannen? ;El hongo esta bajo todo el bioma de la Ciénaga fúngica. El Gran árbol seta es el mayor cuerpo frutal que hemos visto, pero seguro que podemos obtener resina de especímenes más pequeños que no haya atacado la zarzaoscura. Después podemos transportarla aquí con los compresores y descompresores de líquidos. Busca alguna zona en la que pueda haber árboles de resina más jóvenes. ;Esse fungo está se espalhando sob todo o bioma do Pântano Fúngico. A Grande Árvore Miconídea é o maior corpo de frutificação que conhecemos, mas devemos poder coletar mais resina de espécimes menores ainda não foram atacados pela Vinha Sombria. Então, poderemos transportá-la para cá através de Compressores e Descompressores de Líquidos. Você pode buscar uma área que possa conter algumas Árvores Resinosas mais jovens? ;这种真菌横跨整个真菌沼泽生态区。大蘑菇树是我们见过的最大的果体，但我们应该能够从那些未受暗棘攻击的较小标本中收集更多树脂。然后我们可以通过液体压缩机和解压机将其运输到这里。你能扫描一下可能有年轻树脂树的区域吗？;この菌類種は、真菌の沼バイオームの地下全体に広がってる。私達が見てきた子実体の中で、最大だったのはキノコ大樹だけれど、まだクロトゲツタに襲われていない小さな対象から樹脂を集めることはできるはず。集めた樹脂は液体圧縮設備と減圧設備を使えば、送れるわ。もっと若い樹脂の木が存在していそうなエリアをスキャンしてくれる？ ;이 균류는 균류 늪지 생물군계 전체에 뻗어있어. 거대한 버섯 나무는 우리가 본 것 중 가장 큰 자실체이긴 하지만, 다크쏜의 공격을 받지 않은 다른 자실체에서 수지를 더 채취할 수 있을 거야. 그런 다음 액체 압축기와 액체 감압기로 여기까지 옮길 수 있겠지. 어린 수지 나무가 있을 법한 곳을 스캔할 수 있어? 
DIALOG/story/dlc_3/mech_outpost_stage_3_ending_02;Please wait. I am recalibrating the Planetary Scanner to search for traces of the Fungal Resin's energy spectrum. I think you enjoy challenging me, Ashley. ;Poczekaj. Ponownie kalibruję skaner planetarny w poszukiwaniu śladów spektrum energii żywicy grzybowej. Myślę, że lubisz rzucać mi wyzwania, Ashley.;Момент. Настраиваю планетарный сканер на энергетический отпечаток грибковой смолы. Любишь ты подкидывать мне сложные задачи, Эшли. ;Un instant, s’il te plaît. Je recalibre le scanner planétaire pour rechercher les traces du spectre d’énergie de la résine fongique. Je crois que tu aimes bien me lancer des défis, Ashley. ;Warte bitte. Ich kalibriere den Planetenscanner neu, um nach energetischen Spuren des Pilzharzes zu suchen. Ich glaube, es macht dir Spaß, mich herauszufordern, Ashley. ;Espera. Estoy recalibrando el escáner planetario para buscar rastros del espectro de energía de la resina fúngica. Creo que te gusta ponerme a prueba, Ashley. ;Por favor, espere. Estou recalibrando o Explorador Planetário para buscar traços do espectro energético da resina fúngica. Acho que você gosta de me desafiar, Ashley. ;请稍候。我正在重新校准行星扫描器，寻找真菌树脂能量谱的痕迹。我想你喜欢挑战我，阿雪莉。;少し待ってくれ。今、菌類樹脂のエネルギースペクトルの痕跡を探せるよう、惑星スキャナを再調整している。アシュリー、君は本当に世話が焼ける。 ;잠시만 기다려주세요. 균류 수지의 에너지 스펙트럼 흔적을 찾기 위해 행성 스캐너를 재보정하고 있습니다. 저한테 어려운 도전을 시키는 걸 즐기고 있군요, 애슐리. 
DIALOG/story/dlc_3/ashley_outpost_stage_3_ending_03;As a matter of fact, I do, Mr. Riggs. There's no better way to spend the day!;Prawdę mówiąc, tak, panie Riggs. Nie ma lepszego sposobu na spędzenie dnia!;Еще как люблю. Чем еще, по-твоему, тут заниматься?;En réalité, oui, M. Riggs. C’est le meilleur moyen de passer le temps !;Das tut es tatsächlich, Mr. Riggs. Besser kann man den Tag nicht verbringen!;La verdad es que sí, Sr. Riggs. ¡No hay mejor forma de pasar el rato!;Realmente, eu gosto, Sr. Riggs. Não existe forma melhor de passar o dia!;事实上，我确实如此，里格斯先生。没有比这更好的方式来度过一天了！;そうね、ミスター・リグス。これが生きがいよ！;그렇긴 해, 릭스. 시간 때우기에는 딱이거든!
DIALOG/story/dlc_3/mech_outpost_stage_3_ending_03;Challenge completed! I found a remote area of the swamp, near the ocean. Quantum scans indicate that it is relatively young and should contain substantial amounts of Resin. I have marked it on the Planetary Scanner interface.;Zadanie wykonane! Znalazłem odległy obszar bagien, niedaleko oceanu. Skany kwantowe wskazują, że jest on stosunkowo młody i powinien zawierać znaczne ilości żywicy. Zaznaczyłem go w interfejsie skanera planetarnego.;Задача выполнена! Я обнаружил отдаленный болотистый регион возле океана. Судя по результатам квантового сканирования, он достаточно молод и может содержать богатый запас смолы. Отметил его на интерфейсе планетарного сканера.;Défi terminé ! J’ai localisé une région éloignée du marais, à proximité de l’océan. Les scans quantiques indiquent qu’il s’agit d’une région relativement jeune et susceptible de contenir des quantités importantes de résine. Je l’ai marqué sur l’interface du scanner planétaire.;Herausforderung abgeschlossen! Ich habe eine entlegene Stelle im Sumpf am Meer gefunden. Laut Quantenscans ist sie relativ jung und sollte beträchtliche Mengen Harz bergen. Ich habe sie auf dem Interface des Planetenscanners markiert.;¡Desafío completado! He encontrado una zona remota de la Ciénaga, cerca del mar. Los escáneres cuánticos indican que es relativamente joven y que debería contener cantidades abundantes de resina. La he marcado en la interfaz del escáner planetario.;Desafio cumprido. Encontrei uma área remota do pântano perto do oceano. Varreduras quânticas indicam que ela é relativamente nova e deve conter quantidades substanciais de resina. Eu marquei o local na interface do Explorador Planetário.;挑战完成！我在沼泽的一个偏远区域找到了一处地点，靠近海洋。量子扫描显示它相对年轻，应该含有大量的树脂。我已在行星扫描器界面上做了标记。;スキャン完了！沼地の遠隔地、海の近くだ。量子スキャンによれば、樹は比較的若く、相当量の樹脂を有しているはずだ。さっそく惑星スキャナのインターフェースにマーキングしておいた。;도전 성공! 바다 근처의 늪지에 있는 외딴곳을 발견했습니다. 양자 스캔을 보면 나무가 비교적 어리고 상당한 양의 수지를 품고 있는 것으로 보입니다. 행성 스캐너 인터페이스에 표시해 두었습니다.
DIALOG/story/dlc_3/ashley_outpost_stage_3_ending_04;Perfect. Let's go there as soon as we can.;Doskonale. Chodźmy tam jak najszybciej.;Отлично, отправимся туда как можно скорее.;Parfait. Allons-y dès que possible.;Perfekt, machen wir uns so bald wie möglich dorthin auf.;Perfecto. Vamos en cuanto podamos.;Perfeito. Vamos para lá assim que pudermos.;太好了。我们尽快过去吧。;よし。じゃあすぐにでも向かいましょう。;완벽해. 최대한 빨리 가보자.
DIALOG/story/dlc_3/mech_forest_stage_1_landing_01;Rift jump successful. We are on the edge of the Fungal Swamp, Ashley. This area is mostly flooded so it is going to be difficult to find land that we can build on.;Skok udany. Jesteśmy na skraju Grzybowego Bagna, Ashley. Obszar ten jest w większości zalany, więc trudno będzie znaleźć teren, na którym moglibyśmy budować.;Прыжок в портал успешен. Эшли, мы находится на границе грибной трясины. Эта местность сильно затоплена, так что найти место для строительства будет непросто.;Saut dimensionnel réussi. Nous sommes à l’extrémité du Marais fongique, Ashley. La majeure partie de la région est submergée, alors cela risque d’être compliqué de trouver une terre ferme sur laquelle construire.;Riftsprung erfolgreich. Wir sind am Rand des Pilzsumpfs, Ashley. Dieser Bereich ist größtenteils überflutet, also wird es schwierig werden, Land zum Bauen zu finden.;Éxito al realizar el salto dimensional. Estamos en los límites de la Ciénaga fúngica, Ashley. Casi toda la zona está inundada, por lo que va a ser difícil encontrar terreno en el que podamos construir.;Salto de fenda bem-sucedido. Estamos no limite do Pântano Fúngico, Ashley. A maior parte desta área está alagada, então será difícil encontrar um lugar seco para construirmos.;裂缝跳跃成功。我们现在在真菌沼泽的边缘，阿雪莉。这个区域大部分被水淹没，寻找可建设土地将会很困难。;リフトジャンプ成功。我々は現在、真菌の沼の外縁部にいる。このエリアはほぼ水没しているため、建設できる陸地はかなり少ないだろう。;리프트 점프 성공. 균류 늪지의 가장자리에 도착했습니다, 애슐리. 이 지역은 대부분 침수 지역이라 건물을 지을 수 있는 땅을 찾기가 어려울 겁니다.
DIALOG/story/dlc_3/ashley_forest_stage_1_landing_01;We know how to build efficient outposts, so that will probably be the easier part. Let's look for a good spot for an Outpost and try to find some Resin Trees while we're at it. ;Wiemy, jak efektywnie budować posterunki, więc to prawdopodobnie będzie ta łatwiejsza część. Poszukajmy dobrego miejsca na bazę, a przy okazji spróbujmy znaleźć drzewa żywiczne.;Мы уже умеем строить эффективно на небольшой территории, так что с этим проблем быть не должно. Давай осмотримся и решим, где расположить аванпост. Может, заодно найдем деревья со смолой. ;Nous savons construire des avant-postes efficaces, donc cela ne devrait pas être trop problématique. Recherchons un endroit idéal pour notre avant-poste et essayons de trouver des arbres à résine tant qu’on y est. ;Wir wissen, wie man effiziente Außenposten baut, also wird das der einfachere Teil sein. Lass uns nach einem guten Standort für einen Außenposten und, wo wir schon dabei sind, nach Harzbäumen suchen. ;Sabemos cómo construir puestos remotos eficientes. Es probable que esa sea la parte más fácil. Busquemos un buen lugar para establecer el puesto remoto y, de paso, a ver si encontramos árboles de resina. ;Nós sabemos como construir postos avançados eficientes, então provavelmente essa será a parte mais fácil. Vamos procurar um bom lugar para um posto avançado e tentar encontrar algumas Árvores Resinosas enquanto isso. ;我们知道如何建造高效的前哨站，所以这可能是比较容易的部分。让我们找一个合适的地点建立前哨站，顺便找找树脂树。;効率的な前哨拠点の建て方は分かるから、大丈夫よ。拠点設置に最適な場所を探しながら、樹脂のある樹を探すわよ。 ;이미 효율적인 전초기지를 건설하는 방법쯤은 알고 있어. 건설이 제일 쉬운 부분일 거야. 전초기지를 세우기에 좋은 장소를 구한 후에 수지 나무를 찾아보도록 하자고. 
DIALOG/story/dlc_3/ashley_forest_stage_1_scouting_01;Ok, we've found the first Resin Tree. It looks very healthy. The Resin is dripping off of it. This entire area looks a lot more fresh and lively than the other parts of the Fungal Swamp that we've visited. ;Ok, znaleźliśmy pierwsze drzewo żywiczne. Wygląda na bardzo zdrowe. Kapie z niego żywica. Cały ten obszar wygląda o wiele bardziej świeżo i żywo niż inne części Grzybowych Bagien, które odwiedziliśmy.;Кажется, мы нашли первое дерево со смолой. Оно выглядит здоровым, сочится смолой. Вся округа выглядит куда живее остальной грибной трясины. ;Très bien, nous avons trouvé le premier arbre à résine. Il semble en bonne santé. La résine en dégouline de tous les côtés. La région entière semble bien plus pure et vivante que les autres zones du Marais fongique que nous avons visitées. ;Gut, wir haben den ersten Harzbaum gefunden. Er sieht sehr gesund aus und das Harz tropft an ihm herunter. Dieses ganze Gebiet wirkt frischer und lebendiger als die anderen Teile des Pilzsumpfs, die wir besucht haben. ;Vale, hemos encontrado el primer árbol de resina. Parece estar muy sano. La resina gotea. Esta zona tiene un aspecto más fresco y vivo que el resto de partes de la Ciénaga fúngica que hemos visitado. ;OK, nós encontramos a primeira Árvore Resinosa. Ela está repleta de resina. Toda essa área parece mais nova e vibrante do que as outras partes do Pântano Fúngico que já visitamos. ;好的，我们找到了第一棵树脂树。它看起来非常健康。树脂正在从上面滴下来。与我们之前访问的真菌沼泽的其他地方相比，这整个区域看起来更加清新和生机勃勃。;これでまずは1本。かなり元気そうな樹ね。樹脂が今も流れ出ているわ。この辺りは真菌の沼の中でも、特に活力に溢れている感じがするわ。 ;자, 첫 번째 수지 나무를 찾았어. 아주 건강해 보이네. 수지가 흘러나오고 있어. 지금껏 가본 다른 균류 늪지보다 훨씬 더 생기 있고 신선하네. 
DIALOG/story/dlc_3/mech_forest_stage_1_scouting_01;This area is one of the youngest parts of the swamp. It should not be difficult to find more of these fungal fruit bodies. ;Obszar ten jest jedną z najmłodszych części bagien. Znalezienie większej liczby owocników tych grzybów nie powinno być trudne.;Это один из самых молодых регионов болота. Думаю, найти достаточно здоровых плодовых тел не составит труда. ;Cette zone est une des plus jeunes parties du marais. Cela devrait être assez facile de trouver d’autres organes fongiques de ce type. ;Dieses Gebiet ist einer der jüngsten Teil des Sumpfs. Es sollte nicht schwer werden, mehr dieser Pilzfruchtkörper zu finden. ;Es una de las partes más jóvenes de la Ciénaga. No debería ser difícil encontrar más cuerpos frutales fúngicos. ;Esta área é uma das partes mais novas do pântano. Não deve ser difícil encontrar mais desses corpos de frutificação fúngicos. ;这里是沼泽中最年轻的区域之一。寻找更多这样的真菌果体应该不会太难。;ここは、沼地でも特に新しい場所だ。菌類の子実体を見つけるのも、そうそう難しくはないだろう。 ;이 지역은 늪지에서 가장 최근에 생긴 곳이에요. 이런 균류 자실체를 쉽게 찾을 수 있을 겁니다. 
DIALOG/story/dlc_3/ashley_forest_stage_1_scouting_02;This giant fungus must be using the properties of the Resin to transform the environment to a form that allows it to spread further.;Ten gigantyczny grzyb musi wykorzystywać właściwości żywicy do przekształcania środowiska tak, aby umożliwić mu dalsze rozprzestrzenianie się.;Похоже, этот грибок с помощью смолы видоизменяет окружающую среду, чтобы размножаться еще эффективнее.;Ce champignon géant doit certainement utiliser les propriétés de la résine pour transformer l’environnement en une forme qui lui permettrait de se répandre davantage.;Dieser gigantische Pilz verwendet sicher das Harz dazu, die Umgebung so anzupassen, dass er sich weiter verbreiten kann.;Parece que este hongo gigante usa las propiedades de la resina para transformar el entorno y poder propagarse más.;Esse fungo gigante deve estar usando as propriedades da resina para transformar o ambiente de uma forma que o permita se espalhar ainda mais.;这种巨大的真菌肯定是在利用树脂的特性来改变环境，使其能够进一步扩散。;この巨大菌類は、さらに拡散できるように、樹脂の特性を使って周囲の環境を変えていたんだと思う。;이 거대한 균류는 수지의 특성을 이용해 더 멀리 퍼질 수 있는 형태로 환경을 변화시키고 있을 거야.
DIALOG/story/dlc_3/mech_forest_stage_1_scouting_02;I think that is a very probable assumption. However, would you call it an invasive species under these circumstances?;Myślę, że jest to bardzo prawdopodobne założenie. Czy w takim razie nazwałabyś go gatunkiem inwazyjnym?;Весьма правдоподобное предположение. Значит ли это, что для этой местности грибок — инвазивный вид?;Je pense que c’est une hypothèse plus que probable. Toutefois, est-ce que tu la qualifierais d’espèce invasive dans les circonstances actuelles ?;Ich meine, das ist eine sehr wahrscheinliche Annahme. Würdest du das jedoch unter diesen Umständen als invasive Spezies bezeichnen?;Creo que es muy probable. Sin embargo, ¿podemos llamarla especie invasora, dadas las circunstancias?;Creio que seja uma suposição bastante provável. Mas você ainda chamaria essa espécie de invasora nessas circunstâncias?;我认为这是一个非常可能的假设。然而，在这种情况下，你会说它是入侵物种吗？;可能性の高い推測だ。だが、この現状を踏まえると、「侵略種」と呼んでも差支えないのではないだろうか。;가능성이 높은 가정이지만, 이런 상황에서 이걸 침입종이라고 정의할 수 있을까요?
DIALOG/story/dlc_3/ashley_forest_stage_1_scouting_03;I guess we could, but I think that the rate at which this is happening and geographical limitations prevent it from being a threat. However, if you're worried about that, you should notice that diverting some of the Fungal Resin to the center of the swamp might slow it's growth, while making sure that the entire organism remains in balance. ;Myślę, że tak, ale tempo, w jakim to się dzieje i ograniczenia geograficzne sprawiają, że nie stanowi to zagrożenia. Jeśli jednak martwisz się o to, powinnaś zauważyć, że przekierowanie części żywicy grzybowej do centrum bagna może spowolnić jego rozrost, jednocześnie zapewniając, że cały organizm pozostanie w równowadze.;Вполне возможно. Впрочем, учитывая скорость его распространения и географические особенности местности, я не думаю, что он представляет большую угрозу. Но раз уж ты переживаешь, то спешу обрадовать: когда мы перенаправим смолу отсюда к Великому древу, рост грибка в этом регионе замедлится, и весь организм начнет развиваться более сбалансировано. ;J’imagine que oui, mais je crois que le taux d’incidence et les restrictions géographiques l’empêche d’être une menace. Néanmoins, si c’est ce qui te préoccupe, tu as sans doute remarqué que l’on pourrait ralentir sa progression en détournant une certaine quantité de résine fongique au centre du marais, tout en veillant à ce que l’organisme entier reste en équilibre. ;Wir könnten das schon. Allerdings glaube ich, dass es durch das Tempo des Vorgangs und die örtliche Begrenzung keine Gefahr darstellt. Wenn du aber deswegen besorgt bist, sollte es dir naheliegen, dass eine partielle Umleitung des Pilzharzes zur Mitte des Sumpfes das Wachstum drosseln könnte, wobei der gesamte Organismus im Gleichgewicht gehalten werden würde. ;Supongo que sí, pero dada la velocidad a la que se produce y las limitaciones geográficas, no supone una amenaza. Sin embargo, si te preocupa, ten en cuenta que desviar parte de la resina fúngica al centro de la Ciénaga podría ralentizar su crecimiento y garantizar el equilibrio de todo el organismo. ;Acho que poderíamos, mas penso que a velocidade com que isso está acontecendo e as limitações geográficas impedem que seja uma ameaça. Mas, se você se preocupa com isso, deveria notar que redirecionar um pouco da resina fúngica para o centro do pântano poderia desacelerar seu crescimento, ao mesmo tempo que garantiria que todo o organismo permanecesse em equilíbrio. ;我猜我们可以这么说，但我认为这种情况发生的速度和地理限制使它不太可能构成威胁。然而，如果你担心这一点，你应该注意到，将一些真菌树脂转移到沼泽中心可能会减缓其生长，同时确保整个生物体保持平衡。;うーん… どうだろう、拡散のペースの遅さと地理的条件を考えると、脅威にはなり得ないと思うかな。それでも心配なら、菌類樹脂を沼の中心に送れば、生物のバランスを保ちながら成長を鈍らせることは出来るはずよ。 ;그럴 수도 있겠지만, 상황이 발생하는 속도와 지리적 한계를 보면 위협이 되지 않는다고 생각해. 걱정이 된다면 균류 수지의 일부를 늪지 중앙으로 돌려서 유기체 전체의 균형을 유지하는 동시에 균류의 성장을 늦출 수 있다는 점을 참고해. 
DIALOG/story/dlc_3/mech_forest_stage_1_scouting_03;You know that that is not what I was trying to say, but if you insist on manually steering an incredibly complex biological ecosystem, then please go ahead.;Wiesz, że nie to chciałem powiedzieć, ale jeśli nalegasz na ręczne sterowanie niezwykle złożonym biologicznym ekosystemem, to proszę bardzo.;Ты прекрасно знаешь, что я не это имею в виду. Но если хочешь вмешаться в естественное развитие биологической экосистему — милости прошу.;Tu sais très bien que ce n’était pas ce que je voulais dire, mais si tu insistes tant à guider manuellement un écosystème biologique aussi complexe, alors ne te gêne pas.;Du weißt, dass ich das nicht gemeint habe, aber wenn du darauf bestehst, eigenhändig in ein unglaublich komplexes biologisches Ökosystem einzugreifen, nur zu.;Sabes que no es lo que quería decir, pero si insistes en dirigir manualmente un ecosistema biológico increíblemente complejo, adelante.;Você sabe que não é isso o que eu quis dizer, mas se você insiste em manobrar manualmente um ecossistema biológico incrivelmente complexo, fique à vontade.;你知道这不是我想说的，但如果你坚持要人工引导一个极其复杂的生物生态系统，那就请继续。;私が言っているのはそういう事ではないが、君がどうしても非常に複雑な生態系をその手でイジりたいというのなら、好きにするといい。;내가 그런 뜻으로 말한 게 아니란 걸 알겠지만,. 엄청나게 복잡한 생물학적 생태계를 직접 조종하겠다면, 그렇게 하세요.
DIALOG/story/dlc_3/ashley_forest_stage_1_scouting_04;I never said that nature can make the best decisions for itself. I think we can help it.;Nigdy nie twierdziłam, że natura może podejmować najlepsze dla siebie decyzje. Myślę, że możemy jej pomóc.;А я никогда не говорила, что природа принимает только верные решения. Иногда мы можем подтолкнуть ее в нужном направлении.;Je n’ai jamais dit que la nature prend toujours les meilleures décisions pour elle-même. Je pense juste que nous pouvons l’aider.;Ich habe nie gesagt, dass die Natur für sich die besten Entscheidungen trifft. Ich glaube, wir können da helfen.;Nunca he dicho que la naturaleza tome buenas decisiones por su cuenta. Pero creo que podemos ayudarla.;Eu nunca disse que a natureza é capaz de tomar as melhores decisões para si mesma. Eu acho que podemos ajudá-la.;我从未说过自然可以为自己做出最好的决定。我认为我们可以帮助它。;自然世界が最適解を出せるとは言ってないもの。でも、手助けすることはできると思う。;난 자연이 스스로 최선의 결정을 내릴 수 있다고 말한 적이 없어. 그 결정을 도울 수 있다는 거지.
DIALOG/story/dlc_3/mech_forest_stage_1_construction_01;Outpost construction is on the way, Ashley.;Budowa placówki jest już w toku, Ashley.;Эшли, началось строительство аванпоста.;La construction d’un avant-poste est en cours, Ashley.;Der Bau des Außenpostens läuft, Ashley.;La construcción del puesto remoto está en curso, Ashley.;A construção do posto avançado está em andamento, Ashley.;前哨站建设正在进行中，阿雪莉。;前哨基地の建設作業は現在進行中だ。;전초기지 건설이 진행 중입니다, 애슐리.
DIALOG/story/dlc_3/ashley_forest_stage_1_construction_01;Excellent, Mr. Riggs. We have to compress a lot of Resin to bring the Great Mushroom Tree up to strength. ;Doskonale, panie Riggs. Musimy skompresować dużo żywicy, aby doprowadzić Wielkie Grzybowe Drzewo do pełni sił.;Отлично. Нам предстоит сжать большой объем смолы, чтобы исцелить Древо. ;Excellent, M. Riggs. Il faut compresser une importante quantité de résine pour restaurer pleinement le grand arbre champignon. ;Ausgezeichnet, Mr. Riggs. Wir müssen sehr viel Harz komprimieren, um den großen Pilzbaum zur alten Stärke zu verhelfen. ;Excelente, Sr. Riggs. Tenemos que condensar mucha resina para volver a dar fuerza al Gran árbol seta. ;Excelente, Sr. Riggs. Nós precisamos comprimir muita resina para revitalizar a Grande Árvore Miconídea. ;太好了，里格斯先生。我们需要压缩大量的树脂来增强大蘑菇树的力量。;よかった。キノコ大樹を元の姿に戻すには、大量の樹脂を圧縮しないとね。 ;훌륭해, 릭스. 거대한 버섯 나무의 힘을 키우려면 많은 양의 수지를 압축해야 해. 
DIALOG/story/dlc_3/mech_forest_stage_1_construction_02;Remember that we can defend our pipelines with floating towers. We only have to provide them with AI cores and ammunition, so as long as we have a lot of power we can build reliable defenses even on water.;Pamiętaj, że możemy bronić naszych rurociągów za pomocą Wież Wodnych. Musimy tylko zapewnić im rdzenie AI i amunicję, więc dopóki mamy dużo mocy, możemy zbudować solidną barierę ochronną nawet na wodzie.;Не забывай, что мы можем построить плавучие башни для защиты трубопроводов. Нужно только достаточно ИИ-ядер и боеприпасов. Пока у нас есть энергия, мы можем эффективно держать оборону даже на воде.;Rappelle-toi que nous pouvons défendre nos pipelines à l’aide de tours flottantes. Il faut simplement les alimenter en noyaux d’IA et en munitions, alors tant que nous possédons suffisamment d’énergie, nous pouvons construire de solides défenses, même sur l’eau.;Denk daran, wir unsere Pipelines mit schwimmenden Türmen verteidigen können. Wir müssen sie nur mit KI-Kernen und Munition ausstatten, wir können also verlässliche Abwehranlagen selbst auf Wasser bauen, solange wir genügend Ressourcen haben.;Recuerda que podemos defender las tuberías con torres flotantes. Solo hay que proporcionarles núcleos de IA y munición. Así que si tenemos mucha energía, podremos construir defensas fiables incluso sobre agua.;Lembre-se de que podemos defender nossas tubulações com torres flutuantes. Só precisamos fornecê-las com Núcleos de IA e munição. Assim, desde que tenhamos bastante energia, podemos construir defesas robustas até mesmo na água.;记住，我们可以用漂浮塔来保护我们的管道。只要我们提供了AI核心和弹药，只要我们有足够的电力，我们就可以在水上建立可靠的防御。;パイプラインは浮遊型タワーで守れることを忘れるな。あとはAIコアと弾薬を提供するだけ。電力さえ十分なら、水面の上でも頼れる防衛設備を構築できる。;부유 타워로 파이프라인을 보호할 수 있다는 점을 명심하세요. AI 코어와 탄약만 제공하면 되기 때문에 전력만 충분하다면 물 위에서도 안정적인 방어선을 건설할 수 있습니다.
DIALOG/story/dlc_3/ashley_forest_stage_1_morphium_01;I'm having strong flashbacks from our encounter with the X-Morph and the Morphium Lakes. Speaking of which - we could take advantage of Morphium Towers, if we can transport some of that liquid in here.;Bardzo przypomina mi się nasze spotaknie z X-Morphem i Jeziora Morphium. A skoro już o tym mowa, możemy wykorzystać tutaj wieże Morphium, jeżeli tylko przyślemy je sobie tutaj za pomocą kompresorów.;Мне это напоминает стычку с Икс-морфом и озеро морфиума. Кстати, а почему бы не доставить немного этой жидкости к морфиумными башнями и воспользоваться ими?;Je me souviens très bien de notre face-à-face avec les X-Morphs, ainsi que les lacs de morphium. D’ailleurs, si nous parvenons à transporter une petite quantité de ce liquide jusqu’ici, on pourrait peut-être tirer parti des tours à morphium.;Mir kommen Erinnerungen von unserer Begegnung mit den X-Morph und den Morphiumseen hoch. Apropos: Wir könnten Morphium-Türme nutzen, wenn wir einen Teil der Flüssigkeit hier transportieren könnten.;Esto me está recordando mucho a nuestro encuentro con los X-Morph y los lagos de morphium. Por cierto, deberíamos sacar partido a las torres de morphium si podemos traer el líquido aquí.;Estou tendo fortes recordações do nosso encontro com o X-Morph e do Lago de Morphium. Falando nisso, poderíamos tirar proveito das Torres de Morphium, se pudermos transportar um pouco daquele líquido para cá.;我正在回忆我们与X-变体和形变液体湖的遭遇。说到这个——如果我们能把那些液体运到这里，我们可以利用形变液塔。;モルフXとの遭遇やモルフィウム湖の記憶が一気に蘇ってきたわ。そういえば、モルフィウムの液体をここまで運ぶことができるなら、モルフィウムタワーを使うのも手ね。;X-모프와 모르피움 호수를 만났을 때의 기억이 떠오르네. 말이 나왔으니 말인데, 모르피움 타워를 활용하면 액체를 여기로 옮길 수 있어.
DIALOG/story/dlc_3/alien_forest_stage_1_morphium_01;<Intereference> Conscious <Interference>;<zakłócenia> ...świadomość... <zakłócenia>;<Intereference> В сознании <Interference>;<Intereference> Conscient <Interference>;<Interferenz> Bewusst <Interferenz> ;<Intereference> Consciente <Interference>;<Intereference> Consciente. <Interference>;<干扰>有意识<干扰>;<Intereference> 意識 <Interference>;<Intereference> 의식 <Interference>
DIALOG/story/dlc_3/ashley_forest_stage_1_morphium_02;Was that another memory rearrangement glitch?;Czy to była kolejna usterka związana z reorganizacją układu pamięci?;Что, очередной баг при реструктурировании памяти?;Était-ce une nouvelle anomalie de défragmentation de la mémoire ?;War das noch ein Fehler bei der Neuanordnung des Speichers?;¿Eso ha sido otro error de reorganización de memoria?;Isso foi outro erro de realinhamento de memória?;这是另一个记忆重排故障吗？;今の、記憶再配列バグ？;메모리 재배열 오류가 또 일어난 건가?
DIALOG/story/dlc_3/mech_forest_stage_1_morphium_01;What glitch?;Jaka usterka?;Какой баг?;Quelle anomalie ?;Was für ein Fehler?;¿Qué error?;Que erro?;什么故障？;何のことだ？;무슨 오류요?
DIALOG/story/dlc_3/ashley_forest_stage_1_morphium_03;You're freaking me out.;Przerażasz mnie.;Ты меня пугаешь.;Tu me fais peur.;Du machst mir wirklich Angst.;Me estás asustando.;Você tá me assustando.;你吓到我了。;気味悪いから止めてくれない？;깜짝 놀랐잖아.
